,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
OtherLiabilitiesCurrent,,,,,,,,518000.000,
OtherLiabilitiesNoncurrent,,541000.000,1176000.000,586000.000,661000.000,874000.000,1126000.000,871000.000,1281000.000
PartnersCapital,,351850000.000,352004000.000,323161000.000,319683000.000,319468000.000,325337000.000,312173000.000,302382000.000
PartnersCapitalAttributableToNoncontrollingInterest,,3017000.000,3003000.000,2991000.000,2976000.000,2943000.000,2922000.000,-2656000.000,-2689000.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,,354867000.000,355007000.000,326152000.000,322659000.000,322411000.000,328259000.000,309517000.000,299693000.000
PrepaidExpenseAndOtherAssetsCurrent,,3340000.000,2808000.000,2123000.000,8074000.000,1928000.000,1518000.000,1939000.000,2431000.000
PropertyPlantAndEquipmentGross,,366993000.000,367687000.000,468825000.000,469242000.000,471253000.000,472394000.000,581098000.000,582810000.000
PropertyPlantAndEquipmentNet,,323590000.000,321639000.000,405582000.000,401214000.000,398139000.000,394243000.000,516418000.000,511907000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,938000.000
TaxesPayableCurrentAndNoncurrent,,,,,0.000,0.000,0.000,,0.000
