,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,2049.000,6338.000,20500.000,21940.000,33975.000,74702.000,67015.000,59025.000,101226.000,111332.000,77826.000,,,,,,,,
AccountsReceivableNetCurrent,,,,8500.000,48935.000,14735.000,9535.000,650.000,,475.000,475.000,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,79688.000,52188.000,30909.000,32109.000,33309.000,34509.000,35709.000,46294.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,7128.000,,,,,,,,,,,
AdditionalPaidInCapital,4000.000,4000.000,4000.000,4000.000,4000.000,591400.000,2826033.000,2885364.000,3048728.000,3046967.000,3224718.000,3091072.000,3091072.000,3091072.000,3091072.000,3091072.000,3091072.000,3091072.000,3091072.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,14660.000,14660.000,0.000,0.000,0.000,,,
Assets,113628.000,51579.000,118661.000,35458.000,228644.000,572595.000,257912.000,133546.000,114676.000,85145.000,116871.000,26629.000,18462.000,,,,,,
AssetsCurrent,113628.000,51579.000,93374.000,8500.000,176507.000,486667.000,161922.000,49656.000,47355.000,29593.000,73826.000,,,,,,,,
AssetsNoncurrent,,,1287.000,,,,,,,,,,,,,,,,
BankLoans,,,,14282.000,,,,,,,,,,,,,,,
Cash,113628.000,47082.000,88358.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,37739.000,409326.000,108478.000,16201.000,14770.000,3521.000,56180.000,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,568550.000,,,,,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,20126500.000,20126500.000,20126500.000,20126500.000,20261950.000,20126500.000,21447247.000,21772567.000,21772567.000,21772567.000,21772567.000,23082567.000,23082567.000,23082567.000,23082567.000,23082567.000,23082567.000,23082567.000,23082567.000
