,2011-07-31,2011-10-31
ComprehensiveIncomeNetOfTax,-373455.000,-1514648.000
DerivativeLossOnDerivative,-96628.000,982401.000
EarningsPerShareBasic,0.000,-2.650
ExplorationExpenseMining,3201.000,16952.000
ForeignCurrencyTransactionGainLossBeforeTax,0.000,0.000
GainsLossesOnExtinguishmentOfDebt,0.000,0.000
GeneralAndAdministrativeExpense,83802.000,31086.000
InterestExpense,301191.000,410814.000
LaborAndRelatedExpense,0.000,0.000
LegalFees,6621.000,6546.000
NetIncomeLoss,-370746.000,-1522217.000
NetIncomeLossAttributableToNoncontrollingInterest,-240.000,-432.000
NonoperatingIncomeExpense,-204563.000,-1393215.000
OperatingExpenses,166423.000,129434.000
OperatingIncomeLoss,-166423.000,-129434.000
OtherAssetImpairmentCharges,0.000,0.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-2709.000,7569.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,0.000,0.000
OtherNonoperatingGainsLosses,0.000,0.000
ProfessionalAndContractServicesExpense,51000.000,55091.000
ProfessionalFees,21799.000,19759.000
ProfitLoss,-370986.000,-1522649.000
WeightedAverageNumberOfSharesOutstandingBasic,378640848.000,575203.000
