,2011-09-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,,329598.000,373669.000,328339.000,360818.000,404033.000,365060.000,2519127.000,1220171.000,171227.000,213611.000,268423.000,202983.000,269318.000,246166.000,205496.000,189151.000,210174.000,212097.000
AccountsPayableOtherCurrent,,,,274916.000,,,,,,,,,,,,,,,
AccountsPayableRelatedParties,,,297566.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,336546.000,297566.000,282566.000,274916.000,274916.000,274916.000,274916.000,274916.000,274916.000,274916.000,274916.000,274916.000,274916.000,274916.000,276178.000,276178.000,276178.000,276178.000
AccountsReceivableNetCurrent,,835.000,16770.000,14507.000,459.000,94668.000,4666.000,2304054.000,1074202.000,16693.000,14440.000,5728.000,4776.000,3282.000,3224.000,250.000,874.000,228.000,222.000
AccountsReceivableRelatedPartiesCurrent,,254740.000,278781.000,209552.000,165551.000,142101.000,164851.000,273482.000,232182.000,146244.000,65680.000,0.000,,23187.000,34037.000,57205.000,34053.000,56738.000,0.000
AccruedLiabilitiesCurrent,,17070.000,18249.000,24731.000,24796.000,25180.000,26238.000,25120.000,22779.000,21838.000,22886.000,39856.000,39922.000,39998.000,40167.000,61320.000,61362.000,61597.000,61597.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,312706.000,,,,271124.000,,,
AdditionalPaidInCapital,,,,,,,,6134570.000,6134570.000,6134570.000,6134570.000,6134570.000,6482070.000,6482070.000,6482070.000,6482070.000,6482070.000,6482070.000,6482070.000
AdditionalPaidInCapitalCommonStock,,6119564.000,6134570.000,6134570.000,6134570.000,6134570.000,6134570.000,,,,,,,,,,,,
