,2011-06-30,2011-09-30
AccountsPayableCurrent,1041578.000,471593.000
AccountsReceivableNetCurrent,3419057.000,3281456.000
AccruedIncomeTaxesCurrent,27793.000,55137.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2093321.000,2241721.000
AdditionalPaidInCapitalCommonStock,3294543.000,3294543.000
AllowanceForDoubtfulAccountsReceivableCurrent,4689.000,4734.000
Assets,17864426.000,22461829.000
AssetsCurrent,10723262.000,15379844.000
CashAndCashEquivalentsAtCarryingValue,385403.000,3453275.000
CommonStockValue,19484.000,19484.000
CustomerDepositsCurrent,27800.000,20316.000
DepositAssets,583333.000,589044.000
FiniteLivedIntangibleAssetsNet,1055418.000,1058336.000
InventoryNet,1512304.000,1545184.000
Liabilities,1352325.000,5473253.000
LiabilitiesAndStockholdersEquity,17864426.000,22461829.000
LoansPayableToBankCurrent,,4686000.000
NotesAndLoansReceivableNetCurrent,5027750.000,6716600.000
OtherAccountsPayableAndAccruedLiabilities,203507.000,163210.000
PrepaidExpenseAndOtherAssetsCurrent,378748.000,383329.000
PropertyPlantAndEquipmentNet,5502413.000,5434605.000
RetainedEarningsAccumulatedDeficit,7839328.000,8118840.000
RetainedEarningsAppropriated,1565971.000,1565971.000
SalesAndExciseTaxPayableCurrent,51647.000,76997.000
StockholdersEquity,14812647.000,15240559.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,16512101.000,16988576.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,19484029.000,
