,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrentAndNoncurrent,,,,,,658568.000,462663.000,372419.000,856949.000,201857.000,12209.000,,,683131.000,2102114.000,752252.000,14893.000,667285.000,,180449.000,,110217.000,120842.000,61154.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,344.000,,,,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,87214.000,,,,109673.000,,,,106826.000,,,,45061.000,,,,194123.000,155173.000,122021.000,132974.000,130926.000,188491.000
Assets,207365991.000,214520304.000,207893019.000,215554569.000,212011001.000,209274047.000,197607809.000,187152719.000,188829406.000,173357805.000,170252847.000,148928290.000,131275018.000,119439474.000,119213383.000,116652162.000,103958179.000,104449761.000,97470590.000,92204453.000,83139146.000,75987826.000,67541872.000,61877414.000
AssetsFairValueDisclosure,,,,,160559137.000,149242063.000,131724546.000,169691472.000,165163227.000,147853219.000,126196683.000,124739080.000,98842895.000,98075494.000,,90027786.000,10366366.000,15886035.000,13460916.000,8953619.000,2017288.000,,365927.000,1165086.000
Cash,52428297.000,52982961.000,48192792.000,44371795.000,49831745.000,55043140.000,62988555.000,15985144.000,21588583.000,22239983.000,24966156.000,19081956.000,26726497.000,21225932.000,25786501.000,25216068.000,14926353.000,18149601.000,15654546.000,802.000,607.000,412.000,217.000,1022.000
CashReserveDepositRequiredAndMade,,,,,,,,,,,,,,,,,,,,18926045.000,25820991.000,27966478.000,26587134.000,33831099.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,602609.000,623620.000,606200.000,628329.000,617437.000,608743.000,576196.000,545667.000,550752.000,508406.000,,,,,,,,,,,,,,
DerivativeAssetFairValueGrossLiability,,,,,,,,,,,,,,,,,6255.000,1513910.000,2066194.000,773259.000,1562067.000,,343652.000,1006992.000
DerivativeAssets,,,,,,,,-73430.000,45547.000,273111.000,1912604.000,1290654.000,806.000,1542.000,,0.000,,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,,,,,,10360111.000,14298192.000,,,,,,
DerivativeCollateralObligationToReturnCash,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
DerivativeCollateralObligationToReturnSecurities,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
DerivativeCollateralRightToReclaimCash,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeCollateralRightToReclaimSecurities,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,190386.000,256040.000,445306.000,2710508.000,1827840.000,416069.000,12305.000,,9047.000,16429.000,1885370.000,2212328.000,955510.000,2017288.000,,365927.000,1165086.000
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,,,,,,,,,,,,,,,,10174.000,371460.000,146134.000,182251.000,455221.000,,22275.000,158094.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,-263816.000,-210493.000,-172195.000,797904.000,537186.000,415263.000,10763.000,,9047.000,10174.000,371460.000,146134.000,182251.000,455221.000,,22275.000,158094.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,183361.000,193023.000,326685.000,1120254.000,1395960.000,691664.000,10763.000,,322605.000,6255.000,1587843.000,2744546.000,773259.000,1562067.000,1053821.000,343652.000,1006992.000
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,,,,,,,,,,,,0.000,73933.000,678352.000,,,1053821.000,,0.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,-160755.000,-180575.000,-317201.000,797904.000,537186.000,415263.000,10763.000,,9047.000,0.000,73933.000,678352.000,,,1053821.000,,0.000
DerivativeFairValueOfDerivativeNet,,,,,,,,,,282595.000,1590254.000,431880.000,-275595.000,1542.000,0.000,-313558.000,10174.000,297527.000,-532218.000,182251.000,455221.000,-1053821.000,22275.000,158094.000
DerivativeLiabilities,,,,,,,,22606.000,12448.000,9484.000,322350.000,858774.000,276401.000,0.000,,313558.000,,,,,,,,
DerivativeLiabilityFairValueGrossAsset,,,,,,,,,,,,,,,,,6255.000,1513910.000,2066194.000,773259.000,1562067.000,,343652.000,1006992.000
