,2014-03-31,2014-06-30,2014-09-30,2015-03-31
AccretionOfDiscount,,,,23736.000
CashPeriodIncreaseDecrease,9410.000,,,-11564.000
ClosedBlockOperationsResultsBeforeIncomeTaxes,-161499.000,-34678.000,,
CostOfRevenue,0.000,0.000,0.000,
Depreciation,792.000,,,792.000
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.010,-0.000
GrossProfit,0.000,0.000,0.000,
IncomeLossFromContinuingOperations,-133917.000,-856.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-190049.000,-45956.000
IncomeTaxExpenseBenefit,,,0.000,0.000
IncomeTaxesPaid,0.000,,,
IncomeTaxesPaidNet,0.000,0.000,,0.000
IncreaseDecreaseInAccountsPayable,22441.000,,,-800.000
IncreaseDecreaseInAccruedLiabilities,55977.000,,,0.000
IncreaseDecreaseInDueToRelatedParties,-19218.000,,,0.000
IncreaseDecreaseInInterestPayableNet,,,,10364.000
InterestExpense,-27808.000,-34071.000,9112.000,34100.000
InterestIncomeOther,226.000,249.000,256.000,1.000
InterestPaid,0.000,,,
InterestPaidNet,,,,0.000
LeaseAndRentalExpense,675.000,,,
NetCashProvidedByUsedInFinancingActivities,30000.000,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,30000.000,,,0.000
NetCashProvidedByUsedInInvestingActivities,-7459.000,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7459.000,,,0.000
NetCashProvidedByUsedInOperatingActivities,-13131.000,,,-11564.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13131.000,,,-11564.000
NetIncomeLoss,-161499.000,-34678.000,-190049.000,-45956.000
NonoperatingIncomeExpense,,,-8856.000,-34099.000
OperatingIncomeLoss,,,-181193.000,-11857.000
OtherIncome,-27582.000,-33822.000,,
ProceedsFromNotesPayable,,,,0.000
ProceedsFromStockOptionsExercised,0.000,,,
Revenues,0.000,0.000,0.000,0.000
SalesDiscountsGoods,0.000,0.000,0.000,
SalesRevenueGoodsNet,,,0.000,
SalesRevenueNet,27582.000,33822.000,0.000,0.000
SellingGeneralAndAdministrativeExpense,133917.000,856.000,181193.000,11857.000
ShareBasedCompensation,,,,0.000
StockOptionPlanExpense,600.000,,,300.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,13642391.000,13642391.000,14344145.000,18411196.000
