,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,,,,,,,,,,,,,440000.000,460000.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,494000.000,0.000,0.000,,168000.000,348000.000,422000.000,580000.000,160000.000,463.000
AccountsPayableTradeCurrent,340.000,422.000,358.000,284.000,110000.000,38.000,174.000,137.000,119.000,121.000,303.000,239000.000,362000.000,673000.000,,,,,,,,238000.000,526000.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,,,,,,235000.000,165000.000,160000.000,241000.000,,,605000.000,,
AccountsReceivableNetCurrent,221.000,167.000,167.000,216.000,177000.000,210.000,187.000,236.000,233.000,195.000,168.000,228000.000,232000.000,216000.000,91000.000,137000.000,120000.000,141000.000,95000.000,99000.000,105000.000,119000.000,122000.000
AccruedLiabilitiesCurrent,135.000,417.000,421.000,208.000,242000.000,173.000,139.000,232.000,289.000,965.000,175.000,248000.000,321000.000,229000.000,212000.000,252000.000,291000.000,151000.000,160000.000,139000.000,148000.000,59000.000,53000.000
AdditionalPaidInCapital,58838.000,58838.000,58838.000,58838.000,58838000.000,58838.000,58838.000,58838.000,58838.000,58838.000,58838.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000,58838000.000
AssetRetirementObligation,2669.000,2702.000,,,,,,,2770.000,2770.000,2770.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000,2770000.000
AssetRetirementObligationsNoncurrent,,,2735.000,2770.000,2770000.000,2770.000,2770.000,2770.000,,,,,,,,,,,,,,,
Assets,24202.000,13450.000,12419.000,12435.000,12521000.000,12484.000,12641.000,12864.000,13054.000,13308.000,12592.000,12585000.000,12523000.000,12274000.000,12060000.000,11984000.000,11920000.000,8875000.000,8721000.000,8580000.000,8548000.000,7178000.000,7291000.000
AssetsCurrent,238.000,296.000,316.000,321.000,417000.000,610.000,877.000,1202.000,1516.000,2019.000,812.000,732000.000,719000.000,698000.000,669000.000,936000.000,1122000.000,651000.000,690000.000,617000.000,682000.000,438000.000,715000.000
BuildingsAndImprovementsGross,,,,,1429.000,1410.000,1427.000,1461.000,1461.000,1442.000,1422.000,1527000.000,1501000.000,1476000.000,1450000.000,845000.000,820000.000,803000.000,777000.000,743000.000,722000.000,706000.000,703000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,,,,,,,,,,,,3202.000,,,,0.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,11913.000,,,,,,,,,,,,,,,,,5914.000,,,,0.000,
CapitalizedCostsProvedProperties,,,,,,,,,,,,,,,,,,9116.000,,,,0.000,
CapitalizedCostsUnprovedProperties,,,,,,,,,,,,,,,,,,0.000,,,,0.000,
Cash,,,,,235000.000,398.000,688.000,960.000,1276.000,1621.000,443.000,301000.000,311000.000,300000.000,412000.000,437000.000,581000.000,473000.000,547000.000,474000.000,530000.000,113000.000,520000.000
CashAndCashEquivalentsAtCarryingValue,2.000,109.000,123.000,100.000,235000.000,,,,1276.000,1621.000,443.000,301000.000,311000.000,300000.000,412000.000,437000.000,581000.000,473000.000,547000.000,474000.000,530000.000,113000.000,520000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.100,0.100,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000000.000,100000000.000,100000000.000,100000000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946934.000,1946935000.000,1946935.000,1946935.000,1946934000.000,1946935.000,1946935.000,1946935.000,1946934.000,1946935.000,1946935.000
CommonStockSharesOutstanding,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946935.000,1946934.000,1946935000.000,1946935.000,1946935.000,1946934000.000,1946935.000,1946935.000,1946935.000,1946934.000,1946935.000,1946935.000
CommonStockValue,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
DueToRelatedPartiesNoncurrent,611.000,691.000,894.000,1312.000,,,,,,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,,,,14326.000,,,,19368.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,,,,,,,,,,,,,,,1982.000,,,,-2982.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,,,,,,,,,,,,,,,,-998.000,,,,-1308.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,,,,8792.000,,,,10473.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,,,,2554.000,,,,-4605.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,,,,-2878.000,,,,-4150.000,
Liabilities,5825.000,6972.000,7208.000,7393.000,5959000.000,5838.000,5964.000,6049.000,6106.000,6236.000,5560.000,5652000.000,5794000.000,5981000.000,5453000.000,5267000.000,5278000.000,5204000.000,5346000.000,5338000.000,5470000.000,3459000.000,3731000.000
