,2011-07-30,2011-10-29,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,2000000.000,,,5000000.000,,,,3000000.000,,,,3000000.000,,,,1000000.000,,,,2000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,1000000.000,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,9000000.000,,,10000000.000,,,,11000000.000,,,,11000000.000,,,,9000000.000,,,,9000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,900000.000,800000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-92000000.000,,,-648000000.000,,,,-272000000.000,,,,-245000000.000,,,,-222000000.000,,,,-265000000.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-169000000.000,-276000000.000,,-153000000.000,-132000000.000,-167000000.000,296000000.000,-58000000.000,-86000000.000,-165000000.000,303000000.000,-162000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-78000000.000,-71000000.000,-82000000.000,-157000000.000,-123000000.000,-594000000.000,-243000000.000,-174000000.000,-168000000.000,-275000000.000,169000000.000,-152000000.000,-130000000.000,-166000000.000,298000000.000,-57000000.000,-84000000.000,-164000000.000,306000000.000,-161000000.000
CostOfGoodsAndServicesSold,1623000000.000,1714000000.000,1615000000.000,1534000000.000,1642000000.000,1508000000.000,1457000000.000,1595000000.000,3594000000.000,1561000000.000,1524000000.000,1551000000.000,3295000000.000,1463000000.000,1418000000.000,1499000000.000,3196000000.000,1473000000.000,1420000000.000,1457000000.000,3082000000.000,1423000000.000
DeferredIncomeTaxExpenseBenefit,,,4000000.000,,,-18000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000
DepreciationAndAmortization,102000000.000,99000000.000,100000000.000,100000000.000,97000000.000,100000000.000,95000000.000,92000000.000,101000000.000,104000000.000,95000000.000,86000000.000,92000000.000,87000000.000,86000000.000,80000000.000,90000000.000,80000000.000,84000000.000,76000000.000,77000000.000,75000000.000
DilutiveSecurities,,,,0.000,0.000,,,,,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,2000000.000,,2000000.000,5000000.000,1000000.000,,,3000000.000,2000000.000,,1000000.000,6000000.000,1000000.000,,,,,,
EarningsPerShareBasic,-0.690,-1.900,-1.330,-0.840,-2.240,,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,-0.690,-1.900,-1.330,-0.840,-2.240,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1000000.000,,,-10000000.000,,,,6000000.000,,,,-3000000.000,,,,24000000.000,,,,4000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,-0.490,,,,,,-0.028,0.041,,0.028,-0.066,0.000,-1.545,0.031,-0.107,-0.020,6.896,-0.019
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,,,,,5000000.000,,,,13000000.000,,,,-5000000.000
ForeignEarningsRepatriated,,,,,,,,,,,,6000000.000,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,,,0.000
GrossProfit,1025000000.000,986000000.000,997000000.000,1018000000.000,967000000.000,900000000.000,920000000.000,896000000.000,1673000000.000,918000000.000,916000000.000,908000000.000,1688000000.000,862000000.000,875000000.000,832000000.000,1657000000.000,846000000.000,862000000.000,821000000.000,1579000000.000,783000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-62000000.000,-179000000.000,-98000000.000,-56000000.000,-206000000.000,-184000000.000,-161000000.000,-327000000.000,-195000000.000,-198000000.000,-143000000.000,-221000000.000,306000000.000,-143000000.000,-91000000.000,-166000000.000,352000000.000,-129000000.000,-84000000.000,-152000000.000,370000000.000,-160000000.000
IncomeTaxExpenseBenefit,-28000000.000,-86000000.000,-38000000.000,-20000000.000,-101000000.000,-73000000.000,-48000000.000,278000000.000,12000000.000,-2000000.000,4000000.000,-9000000.000,39000000.000,-4000000.000,6000000.000,0.000,74000000.000,-4000000.000,9000000.000,3000000.000,26000000.000,3000000.000
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,,,,,,,,,,,,1000000.000,,,,,,,,,,
IncomeTaxReconciliationRepatriationOfForeignEarnings,,,,,,,,,,,,5000000.000,,,,,,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,,1000000.000,,,,,,,,,,,,,,,,
IncomeTaxReconciliationTaxContingencies,,,,,-5000000.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,-30000000.000,,,-25000000.000,,,,-30000000.000,,,,-16000000.000,,,,-7000000.000,,,,-36000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-229000000.000,,,-213000000.000,,,,-150000000.000,,,,-466000000.000,,,,-576000000.000,,,,-629000000.000
IncreaseDecreaseInIncomeTaxes,,,-72000000.000,,,-93000000.000,,,,-19000000.000,,,,-20000000.000,,,,-22000000.000,,,,-14000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,37000000.000,,,37000000.000,,,,27000000.000,,,,24000000.000,,,,21000000.000,,,,37000000.000
IncreaseDecreaseInRestrictedCash,,,0.000,,,27000000.000,,,,3000000.000,,,,1000000.000,,,,0.000,,,,1000000.000
IncreaseDecreaseInRetailRelatedInventories,,,95000000.000,,,125000000.000,,,,209000000.000,,,,98000000.000,,,,101000000.000,,,,-56000000.000
InterestExpense,112000000.000,106000000.000,112000000.000,103000000.000,135000000.000,114000000.000,116000000.000,189000000.000,105000000.000,108000000.000,102000000.000,129000000.000,112000000.000,114000000.000,106000000.000,113000000.000,96000000.000,123000000.000,102000000.000,122000000.000,110000000.000,107000000.000
InvestmentIncomeInterest,2000000.000,2000000.000,4000000.000,4000000.000,4000000.000,3000000.000,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,0.000,1000000.000,1000000.000,1000000.000,0.000,1000000.000,0.000,1000000.000
NetCashProvidedByUsedInFinancingActivities,,,306000000.000,,,-137000000.000,,,,199000000.000,,,,430000000.000,,,,546000000.000,,,,428000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,306000000.000,,,-137000000.000,,,,199000000.000,,,,430000000.000,,,,546000000.000,,,,428000000.000
NetCashProvidedByUsedInInvestingActivities,,,-51000000.000,,,-40000000.000,,,,-39000000.000,,,,-42000000.000,,,,-48000000.000,,,,-40000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-51000000.000,,,-40000000.000,,,,-39000000.000,,,,-42000000.000,,,,-48000000.000,,,,-40000000.000
NetCashProvidedByUsedInOperatingActivities,,,-346000000.000,,,-461000000.000,,,,-438000000.000,,,,-630000000.000,,,,-744000000.000,,,,-657000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-346000000.000,,,-461000000.000,,,,-438000000.000,,,,-630000000.000,,,,-744000000.000,,,,-657000000.000
