,2016-08-31,2017-05-31
AmortizationOfIntangibleAssets,,3000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,19131358.000
AssetImpairmentCharges,6000000.000,20000000.000
ComprehensiveIncomeNetOfTax,166000000.000,120000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,8000000.000,6000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,174000000.000,126000000.000
CostOfGoodsSold,1492000000.000,1324000000.000
CostOfGoodsSoldDirectLabor,376000000.000,358000000.000
CostOfGoodsSoldDirectMaterials,514000000.000,453000000.000
CostOfGoodsSoldOverhead,602000000.000,513000000.000
CostsAndExpenses,1597000000.000,1451000000.000
EarningsPerShareBasic,,0.280
EarningsPerShareDiluted,,0.270
EffectiveIncomeTaxRateContinuingOperations,0.298,0.229
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,5900000.000
FranchiseCosts,20000000.000,15000000.000
FranchiseRevenue,35000000.000,31000000.000
GainLossOnDispositionOfAssets1,4000000.000,1000000.000
GeneralAndAdministrativeExpense,101000000.000,107000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,289000000.000,148000000.000
IncomeLossFromEquityMethodInvestments,18000000.000,13000000.000
IncomeTaxExpenseBenefit,87000000.000,35000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,9424278.000
InterestIncomeExpenseNet,3000000.000,5000000.000
NetIncomeLoss,192000000.000,107000000.000
NetIncomeLossAttributableToNoncontrollingInterest,10000000.000,6000000.000
OperatingIncomeLoss,286000000.000,143000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-28000000.000,13000000.000
OtherOperatingIncomeExpenseNet,17000000.000,11000000.000
ProfitLoss,202000000.000,113000000.000
Revenues,1883000000.000,1594000000.000
SalesRevenueGoodsNet,1848000000.000,1563000000.000
SalesRevenueNet,1883000000.000,1594000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,397326233.000
WeightedAverageNumberOfSharesOutstandingBasic,,387901955.000
