,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,62500.000,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,141973.000,,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,149986.000,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,37595.000,,75190.000,75190.000,,,,,,,,,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,938428.000,,,,,,,,,,,,,,
CashAcquiredFromAcquisition,,23611.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,315260.000,,,,942597.000,,,,-213966.000,,,,-13924.000,,
CashPeriodIncreaseDecrease,,-22400.000,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,7941.000,,,,,,,,,,
CostOfGoodsSold,,30795.000,,,,,,,,,,,,,,,,
CostOfRevenue,,316380.000,482952.000,,,,,,,,,,,,,,,
CostOfServices,,285585.000,482952.000,,104494.000,,,,,,,,,,,,,
Depreciation,,1242.000,,,,,,,,,,,,,,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,357067.000,,,,,,,,,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,-3975735.000,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,-104946.000,,,,74605.000,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,245146.000,172753.000,,,,,,,,,,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,,-7941.000,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,800.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,105762.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,8907.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,239458.000,181660.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,4971.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,191914.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,47544.000,172753.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,345220.000,181660.000,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,3731389.000,994678.000,,,,,,,,,,,,,
EarningsPerShareBasic,-0.320,,,1.270,,,,,-0.030,,,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.200,-0.230,,0.350,-0.130,,-0.030,-0.030,-0.010,-2.270,-0.100,-0.020,-0.380,-0.020,-0.020,-0.020,-0.020
EarningsPerShareDiluted,-0.320,,,0.880,,,,,,,,,,,,,,
ExtinguishmentOfDebtAmount,,,58174.000,,,,,,,,,,,,,,,
FairValueOfAssetsAcquired,,794503.000,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,,75190.000,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,-79463.000,,,,0.000,,,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,80640.000,,,,,,,,,,,,
GrossProfit,18385.000,642704.000,218853.000,,35866.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,-233762.000,-121052.000,-80640.000,109322.000,-75345.000,-63912.000,-82963.000,-5173656.000,-217226.000,-49971.000,-870495.000,-38188.000,-49092.000,-40286.000,-52861.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-694455.000,-524131.000,-648145.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-0.040,-0.030,,-0.030,-0.030,-0.040,-2.270,-0.100,-0.020,-0.380,-0.020,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.080,-0.040,-0.030,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.060,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,244346.000,172753.000,-199143.000,-320871.000,,,,,,,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,-172753.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,3975735.000,1167431.000,-304089.000,-39039.000,7941.000,0.000,74605.000,-7941.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,0.390,-0.100,,0.000,0.000,0.030,0.000,,,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,1.350,0.390,-0.100,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.940,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,800.000,,,,,,,,,,,,,,,,
IncomeTaxesPaid,,800.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,-87931.000,,-14469.000,,,,30001.000,,,,23139.000,,,,10168.000,,
IncreaseDecreaseInAccountsReceivable,,-325377.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,19879.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,3654.000,,-1297.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedSalaries,,,,1981.000,,,,,,,,,,,,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,-40216.000,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredCompensation,,145920.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,-18387.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,6955.000,,,,,,,,,,,,,,,,
InterestExpense,16442.000,158675.000,64048.000,4719.000,,,,,,,,,,,,,,
InterestPaid,,7049.000,,3683.000,,,,,,,,,,,,,,
InvestmentIncomeInterest,,,,,,,,,,16094.000,,19879.000,23897.000,17726.000,-1.000,,,
LiabilitiesAssumed,,-147850.000,,,,,,,,,,,,,,,,
MaintenanceRevenue,18385.000,18387.000,18387.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,,,-969919.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,460000.000,,-2251846.000,,,,-20000.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,460000.000,,-2251846.000,,,,-20000.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,21020.000,,3670135.000,,,,1000000.000,,,,,,,,25000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,21020.000,,3670135.000,,,,1000000.000,,,,,,,,25000.000,,
NetCashProvidedByUsedInOperatingActivities,,-503420.000,,-1103029.000,,,,-37403.000,,,,-213966.000,,,,-38924.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-503420.000,,-133110.000,,,,-45344.000,,,,-213966.000,,,,-38924.000,,
NetIncomeLoss,,,,3741973.000,1046379.000,,,,,,,,,,,,,
OperatingExpenses,,,,149580.000,156918.000,,,,,,,,,,,,,
OperatingIncomeLoss,-678013.000,-365456.000,-525923.000,-149580.000,-121052.000,,,,,,,,,,,,,
OtherIncome,,,,,,,,,8321.000,4534.000,,2267.000,,,,28.000,,
PaymentsToAcquireNotesReceivable,,,,,,,,,,,,,,,,-25000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,-2591.000,,-4736.000,,,,,,,,,,,,,,
PaymentsToEmployees,,,,-129.000,,,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,,1000000.000,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,460000.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfNotesPayable,,,,-650070.000,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,,,-300000.000,,,,,,,,,,,,,,
ProfitLoss,-694455.000,-524931.000,-648145.000,3741973.000,1046379.000,-384729.000,70283.000,-67404.000,-63912.000,-8358.000,-5181597.000,-217226.000,-49971.000,-870495.000,-38188.000,-49092.000,-40286.000,-52861.000
ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,835277.000,,,,
Revenues,18385.000,959084.000,701805.000,,140360.000,,,,,,,,,,,,,
SalesRevenueNet,18385.000,959084.000,701805.000,,140360.000,,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,696398.000,1008160.000,744776.000,74390.000,81728.000,,,75345.000,72233.000,103591.000,59592.000,239372.000,73868.000,52944.000,38187.000,49120.000,40286.000,52861.000
ShareBasedCompensation,,449905.000,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsForfeituresAndExpirations,,,,,,,,,,,,,,,,460000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,-1.760,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,-163207.000,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,,,,,,0.000,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,0.000,,,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,150000.000,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueAcquisitions,,679302.000,,,,,,,,,,,,,,,,
