,2011-06-30
AccountsPayableCurrent,141000000.000
AccountsReceivableNetCurrent,357000000.000
AccruedLiabilitiesCurrent,226000000.000
AccruedRoyaltiesCurrent,1038000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,66000000.000
AdditionalPaidInCapital,158000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,83000000.000
Assets,3435000000.000
AssetsCurrent,799000000.000
CashAndCashEquivalentsAtCarryingValue,135000000.000
DeferredRevenueCurrent,132000000.000
DeferredTaxAssetsNetCurrent,30000000.000
DeferredTaxLiabilitiesNoncurrent,164000000.000
FiniteLivedIntangibleAssetsNet,1062000000.000
Goodwill,1087000000.000
IndefiniteLivedIntangibleAssets,100000000.000
InterestPayableCurrent,14000000.000
InventoryNet,28000000.000
Liabilities,3613000000.000
LiabilitiesAndStockholdersEquity,3435000000.000
LiabilitiesCurrent,1583000000.000
LongTermDebtNoncurrent,1694000000.000
MinorityInterest,49000000.000
OtherAssetsCurrent,89000000.000
OtherAssetsNoncurrent,67000000.000
OtherLiabilitiesCurrent,32000000.000
OtherLiabilitiesNoncurrent,172000000.000
PrepaidRoyalties,160000000.000
PropertyPlantAndEquipmentNet,124000000.000
RetainedEarningsAccumulatedDeficit,-451000000.000
StockholdersEquity,-227000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-178000000.000
