,2011-06-30,2011-09-30
AccruedLiabilitiesCurrent,3745.000,4115.000
AdditionalPaidInCapitalCommonStock,133392.000,133392.000
Assets,2356.000,2356.000
CashAndCashEquivalentsAtCarryingValue,2356.000,2356.000
CommonStockSharesAuthorized,25000000.000,25000000.000
CommonStockSharesIssued,1330591.000,1330591.000
CommonStockSharesOutstanding,1330591.000,1330591.000
CommonStockValue,1331.000,1331.000
DueToRelatedPartiesCurrent,70485.000,71811.000
Liabilities,74230.000,75926.000
LiabilitiesAndStockholdersEquity,2356.000,2356.000
RetainedEarningsAccumulatedDeficit,-206597.000,-208292.000
StockholdersEquity,-71874.000,-73569.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-71874.000,-73570.000
