,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,-35138580.000,13361383.000,,50605698.000,-9862344.000,-7781539.000,71050080.000,-342786.000,48059106.000,13157620.000,109144603.000,64125347.000,-70087961.000,27889609.000,8402464.000,26915914.000,20476516.000,-11753907.000,-20049072.000,9455972.000
IncomeLossAttributableToParent,,,-18419330.000,-46188094.000,2143115.000,-7053538.000,39856751.000,-20504809.000,-17616991.000,55138382.000,-9556140.000,31608653.000,2841402.000,79555191.000,42888645.000,-79942576.000,18210834.000,-919476.000,17969849.000,12042071.000,-20088478.000,-27876101.000,2877423.000
InterestAndDividendIncomeOperating,-5279200.000,-23631187.000,-10383115.000,-10579597.000,-10846564.000,-10508430.000,-10355958.000,-10293498.000,-9547726.000,-15630467.000,-8897926.000,-16151607.000,-10021776.000,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,,,,,,,-1111.000,-11357.000,-14741.000,65666.000,403988.000,407074.000,468707.000,568435.000,1047898.000
InterestIncomeOperating,2937.000,41429.000,-40629.000,-64237.000,-104159.000,-59895.000,-39776.000,-82095.000,-108916.000,-139618.000,-135181.000,-176952.000,-110961.000,,,,,,,,,,
LossContingencyAccrualCarryingValueProvision,,,,,,,0.000,,,,,,,,,,,,,,,,
LossContingencyAccrualProvision,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000
NoninterestExpenseCommissionExpense,259784.000,301929.000,348134.000,469917.000,371704.000,468468.000,392989.000,348967.000,287726.000,281231.000,315428.000,298846.000,294442.000,274092.000,259900.000,306071.000,287423.000,261251.000,243144.000,220594.000,213063.000,232212.000,208970.000
NoninterestExpenseInvestmentAdvisoryFees,5015370.000,5430382.000,5720621.000,5742447.000,5829903.000,5506499.000,5552817.000,5460963.000,5049969.000,4950094.000,4603518.000,4597225.000,4409461.000,4636730.000,5188130.000,5154795.000,5063243.000,5002920.000,4968271.000,4660402.000,4625633.000,4355284.000,4048442.000
NoninterestExpenseRelatedToPerformanceFees,-3396370.000,14225169.000,519.000,,,,4173.000,86102.000,,,13.000,7408654.000,1629893.000,20699677.000,11590474.000,,,,12169.000,,,,
OperatingExpenses,5282137.000,23672616.000,10342486.000,10515360.000,10742405.000,10448535.000,10316182.000,10211403.000,9438810.000,15490849.000,8762745.000,15974655.000,9910815.000,29245501.000,20975691.000,9537187.000,9376611.000,9126355.000,9106909.000,8620925.000,8590215.000,8163252.000,7417477.000
OtherExpenses,382311.000,386270.000,421824.000,463772.000,475015.000,750715.000,609071.000,548762.000,522941.000,465025.000,572392.000,475368.000,476851.000,415342.000,554767.000,755328.000,685386.000,543449.000,522027.000,537359.000,581070.000,660684.000,527173.000
PartnersCapitalAccountContributions,,,71150134.000,,,,,,,,,,,,,,,,,,,,
PartnersCapitalAccountRedemptions,,,41943737.000,,,,,,,,,,,,,,,,,,,,
ProfitLoss,-21719705.000,58718332.000,,,,,,,,,,,,,,,,,,,,,
RealizedInvestmentGainsLosses,2977701.000,68766429.000,17519578.000,-31207096.000,-3123584.000,3825464.000,51743142.000,-8859885.000,-15970297.000,57407050.000,12682384.000,48611713.000,24293879.000,88857214.000,66569286.000,-44113717.000,-1077283.000,29562498.000,25045686.000,-24504718.000,33927767.000,-24362833.000,21966279.000
RevenuesExcludingInterestAndDividends,-16440505.000,82349519.000,-8036215.000,-35608497.000,12989679.000,3454892.000,50212709.000,-10211311.000,-8069265.000,70768849.000,-658214.000,47760260.000,12863178.000,,,,,,,,,,
SponsorFees,3280826.000,3630795.000,4199522.000,4309141.000,4437487.000,4191321.000,4150121.000,4115576.000,3865900.000,3780666.000,3586822.000,3493408.000,3394610.000,3493752.000,3642320.000,3627064.000,3627982.000,3579986.000,3604442.000,3427021.000,3383512.000,3147284.000,2841862.000
TradingGainsLosses,,,,,,,,,,,,,,,63865447.000,-70394032.000,27602186.000,8141213.000,26672770.000,20255922.000,-11966970.000,-20281284.000,9247002.000
UnrealizedGainLossOnInvestments,,,,-3931484.000,16484967.000,,-1137444.000,-1002459.000,8188758.000,13643030.000,-13025170.000,-552607.000,-11136259.000,20287389.000,-2443939.000,-25974244.000,28966892.000,-21160034.000,1870228.000,44981234.000,-45681674.000,4313761.000,-12510307.000
