,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,96000000.000,,,,-158000000.000,,,,117000000.000,,,,-110000000.000,,,,-22000000.000,,,,297000000.000
ComprehensiveIncomeNetOfTax,172000000.000,139000000.000,529000000.000,130000000.000,562000000.000,429000000.000,316000000.000,328000000.000,870000000.000,488000000.000,725000000.000,466000000.000,715000000.000,-208000000.000,234000000.000,902000000.000,462000000.000,358000000.000,589000000.000,366000000.000,997000000.000,-13000000.000,682000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,4000000.000,7000000.000,4000000.000,5000000.000,7000000.000,7000000.000,6000000.000,10000000.000,12000000.000,12000000.000,4000000.000,8000000.000,9000000.000,6000000.000,4000000.000,9000000.000,10000000.000,7000000.000,5000000.000,9000000.000,11000000.000,3000000.000,7000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,176000000.000,146000000.000,533000000.000,135000000.000,569000000.000,436000000.000,322000000.000,338000000.000,882000000.000,500000000.000,729000000.000,474000000.000,724000000.000,-202000000.000,238000000.000,911000000.000,472000000.000,365000000.000,594000000.000,375000000.000,1008000000.000,-10000000.000,689000000.000
CostOfServicesEnergyServices,840000000.000,897000000.000,942000000.000,750000000.000,884000000.000,941000000.000,964000000.000,840000000.000,949000000.000,1046000000.000,1632000000.000,1286000000.000,1410000000.000,1404000000.000,1354000000.000,1229000000.000,1354000000.000,1142000000.000,1095000000.000,970000000.000,1187000000.000,1063000000.000,1119000000.000
CostsAndExpenses,2069000000.000,2092000000.000,2131000000.000,2140000000.000,2251000000.000,2459000000.000,2294000000.000,2347000000.000,2515000000.000,2644000000.000,3299000000.000,3203000000.000,3399000000.000,3379000000.000,3291000000.000,3441000000.000,3533000000.000,3287000000.000,3088000000.000,3267000000.000,3507000000.000,3309000000.000,3195000000.000
CumulativeEffectOfProspectiveApplicationOfNewAccountingPrinciple,,,,,,,,,,,,,,,67000000.000,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,176000000.000,,,,133000000.000,,,,150000000.000,,,,206000000.000,,,,72000000.000,,,,224000000.000
DepreciationDepletionAndAmortization,,,351000000.000,364000000.000,371000000.000,369000000.000,389000000.000,387000000.000,390000000.000,394000000.000,482000000.000,502000000.000,527000000.000,546000000.000,587000000.000,610000000.000,617000000.000,614000000.000,626000000.000,648000000.000,648000000.000,669000000.000,622000000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,1000000.000,,,,-5000000.000,,,,-1000000.000,,,,-1000000.000,,,,1000000.000,,,,1000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.120,0.090,,0.200,0.280,0.090,-0.500,0.190,0.280,0.260,-0.500,0.220,0.130,0.240,-0.430,0.140,0.190,0.160,-0.350,0.090
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,0.350,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,,-0.070,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,,,,,0.020,0.020,,,0.020,0.010,,0.020,0.020,0.010,-0.070,0.020,0.020,0.010,-0.070,0.010
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,0.030,0.030,,0.030,0.030,0.120,-0.120,0.030,0.030,0.020,-0.050,0.040,0.080,0.010,-0.060,0.050,0.060,0.030,-0.080,0.050
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,0.010,0.000,,,0.010,-0.010,,-0.010,0.020,0.000,-0.030,0.020,0.040,0.020,-0.100,0.000,0.010,0.010,-0.040,0.010
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,,0.060,,,,0.000,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.020,0.020,,0.020,0.020,0.010,0.040,0.010,0.020,0.020,-0.060,0.020,0.010,0.000,-0.020,-0.040,0.010,0.000,0.040,-0.050
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,0.140,0.160,,0.130,0.060,0.170,-0.220,0.150,0.060,0.100,-0.210,0.110,0.130,0.090,-0.220,0.140,0.120,0.160,-0.280,0.160
GoodwillAcquiredDuringPeriod,,,,,,,13000000.000,,,,82000000.000,,,,31000000.000,,,,3000000.000,,,,100000000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,25000000.000
GoodwillOtherChanges,,,,,,,-7000000.000,,,,7000000.000,,,,6000000.000,,,,6000000.000,,,,
GoodwillOtherIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,,2000000.000
GoodwillTranslationAdjustments,,,,,,,-55000000.000,,,,7000000.000,,,,-182000000.000,,,,72000000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,309000000.000,459000000.000,471000000.000,305000000.000,512000000.000,287000000.000,539000000.000,409000000.000,558000000.000,335000000.000,604000000.000,547000000.000,1013000000.000,438000000.000,570000000.000,619000000.000,1120000000.000,426000000.000,543000000.000,632000000.000,1210000000.000,465000000.000,591000000.000
IncomeLossFromEquityMethodInvestments,7000000.000,28000000.000,12000000.000,19000000.000,30000000.000,7000000.000,14000000.000,26000000.000,28000000.000,-103000000.000,15000000.000,31000000.000,38000000.000,25000000.000,26000000.000,30000000.000,33000000.000,26000000.000,26000000.000,34000000.000,36000000.000,27000000.000,24000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,,,,,,,,,,,,,,,,,16000000.000,,,,13000000.000
IncomeTaxExpenseBenefit,76000000.000,68000000.000,104000000.000,37000000.000,47000000.000,-40000000.000,109000000.000,114000000.000,49000000.000,-142000000.000,112000000.000,153000000.000,266000000.000,58000000.000,123000000.000,82000000.000,269000000.000,-24000000.000,74000000.000,121000000.000,199000000.000,9000000.000,52000000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,18000000.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,-70000000.000,,,,-12000000.000,,,,6000000.000,,,,-103000000.000,,,,-73000000.000,,,,-37000000.000
