,2012-12-31,2013-12-31
AmortizationOfDebtDiscountPremium,,422658.000
AmortizationOfFinancingCosts,,1421875.000
CapitalExpendituresIncurredButNotYetPaid,,9224064.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,33638603.000
CostOfServicesOilAndGas,,127723228.000
DefinedBenefitPlanContributionsByEmployer,,459266.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.060
DepreciationDepletionAndAmortization,,13379692.000
Dividends,,374111.000
GainLossOnSaleOfPropertyPlantEquipment,,22743.000
IncomeLossFromContinuingOperations,,23819804.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,6031215.000
IncreaseDecreaseInAccountsPayable,,3322919.000
IncreaseDecreaseInAccountsReceivable,,18038033.000
IncreaseDecreaseInAccruedLiabilities,,8089633.000
IncreaseDecreaseInInventories,,503950.000
IncreaseDecreaseInOtherAccruedLiabilities,,7699742.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,353600.000
IncreaseDecreaseInRestrictedCash,,-166205.000
InterestCostsCapitalized,,735039.000
InterestIncomeExpenseNet,,-17934335.000
InterestPaid,,10918267.000
LongTermPurchaseCommitmentAmount,,1100000.000
NetCashProvidedByUsedInFinancingActivities,,67434091.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,67434091.000
NetCashProvidedByUsedInInvestingActivities,,-59317208.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-59317208.000
NetCashProvidedByUsedInOperatingActivities,,25521720.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,25521720.000
NetIncomeLoss,,6031215.000
OtherNonoperatingIncomeExpense,,145746.000
PaymentsOfFinancingCosts,,3094298.000
PaymentsToAcquirePropertyPlantAndEquipment,,59349130.000
ProceedsFromInsuranceSettlementInvestingActivities,,31922.000
ProceedsFromIssuanceOfLongTermDebt,,57309600.000
ProceedsFromNotesPayable,,1748721.000
RepaymentsOfLongTermDebt,,416916.000
RepaymentsOfNotesPayable,,1748721.000
RevenueOilAndGasServices,,174312102.000
SellingGeneralAndAdministrativeExpense,,9389378.000
ShareBasedCompensation,,4026826.000
