,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AllocatedShareBasedCompensationExpense,,,,1209000.000,1204000.000,,1200000.000,1238000.000,596000.000
AmortizationOfDebtDiscountPremium,,,24000.000,,,,118000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5632000.000,,,,-11107000.000,,
CostOfRevenue,10391000.000,9519000.000,12211000.000,13714000.000,13813000.000,15630000.000,12844000.000,17095000.000,14491000.000
DepreciationDepletionAndAmortization,,,2673000.000,,,,2871000.000,,
EarningsPerShareBasic,0.000,,,,,,,0.050,0.010
EarningsPerShareBasicAndDiluted,,-0.020,-0.140,-0.430,-0.040,0.020,-0.040,,
EarningsPerShareDiluted,0.000,,,,,,,0.050,0.010
ExtendedProductWarrantyAccrualAdditionsFromBusinessAcquisition,,,,,,,87000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,-7000.000,,,,,,
GeneralAndAdministrativeExpense,3124000.000,4275000.000,4660000.000,4615000.000,4557000.000,4805000.000,6977000.000,6428000.000,6246000.000
GoodwillAcquiredDuringPeriod,,,,,,,7378000.000,,
GoodwillImpairmentLoss,,,,,,,0.000,,
GrossProfit,18563000.000,17892000.000,20243000.000,23548000.000,21215000.000,24171000.000,21679000.000,26102000.000,19049000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-135000.000,-1135000.000,-8742000.000,-26222000.000,-2822000.000,-12000.000,-2518000.000,5941000.000,995000.000
IncomeTaxExpenseBenefit,71000.000,10000.000,57000.000,64000.000,56000.000,33000.000,77000.000,2118000.000,351000.000
IncomeTaxesPaid,,,-3000.000,,,,30000.000,,
IncreaseDecreaseInAccountsPayable,,,664000.000,,,,266000.000,,
IncreaseDecreaseInAccountsReceivable,,,1133000.000,,,,-1693000.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-989000.000,,,,-3322000.000,,
IncreaseDecreaseInCustomerDeposits,,,572000.000,,,,25000.000,,
IncreaseDecreaseInDeferredRevenue,,,-391000.000,,,,-409000.000,,
IncreaseDecreaseInInventories,,,981000.000,,,,1448000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,-67000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-489000.000,,,,-308000.000,,
InterestExpense,21000.000,16000.000,351000.000,350000.000,377000.000,936000.000,692000.000,803000.000,877000.000
InterestPaid,,,194000.000,,,,331000.000,,
InvestmentIncomeInterest,19000.000,19000.000,3000.000,2000.000,3000.000,6000.000,9000.000,18000.000,
LiabilitiesAssumed1,,,347000.000,,,,301000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-3166000.000,,,,-2184000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3166000.000,,,,-2184000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-669000.000,,,,-4924000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-669000.000,,,,-4924000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-1797000.000,,,,-3999000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1797000.000,,,,-3999000.000,,
NetIncomeLoss,-206000.000,-1145000.000,-8799000.000,-26286000.000,-2878000.000,-45000.000,-2595000.000,3823000.000,644000.000
OperatingExpenses,18687000.000,18724000.000,28611000.000,49301000.000,23709000.000,23330000.000,23419000.000,19226000.000,17054000.000
OperatingIncomeLoss,-124000.000,-832000.000,-8368000.000,-25753000.000,-2494000.000,841000.000,-1740000.000,6876000.000,1995000.000
OtherNonoperatingIncomeExpense,-9000.000,-306000.000,-26000.000,-121000.000,46000.000,77000.000,-95000.000,-150000.000,-144000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,4243000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,669000.000,,,,681000.000,,
ProceedsFromIssuanceOfLongTermDebt,,,1750000.000,,,,,,
ProceedsFromStockOptionsExercised,,,151000.000,,,,235000.000,,
ProductWarrantyExpense,,,,445000.000,431000.000,,537000.000,646000.000,537000.000
ProvisionForDoubtfulAccounts,,,116000.000,,,,31000.000,,
ResearchAndDevelopmentExpense,3648000.000,3665000.000,5305000.000,5013000.000,4849000.000,5382000.000,5335000.000,5442000.000,4701000.000
Revenues,28954000.000,27411000.000,32454000.000,37262000.000,35028000.000,39801000.000,34523000.000,43197000.000,33540000.000
SalesRevenueGoodsNet,,,,35801000.000,33064000.000,,32679000.000,,
SalesRevenueNet,28954000.000,27411000.000,32454000.000,37262000.000,35028000.000,39801000.000,34523000.000,43197000.000,33540000.000
SalesRevenueServicesNet,,,,1461000.000,1964000.000,,1844000.000,,
SellingAndMarketingExpense,11915000.000,10784000.000,13946000.000,13673000.000,12403000.000,13643000.000,14207000.000,16856000.000,14807000.000
ShareBasedCompensation,,,1140000.000,,,,1200000.000,,
StandardProductWarrantyAccrualAdditionsFromBusinessAcquisition,,,,,,,123000.000,,
StandardProductWarrantyAccrualPayments,,,,,,,968000.000,,
StandardProductWarrantyAccrualWarrantiesIssued,,,,,,,746000.000,,
TaxBenefitFromStockOptionsExercised1,,,,,,,-3000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,60634849.000,,,,,,,80244296.000,81025627.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,61719575.000,65947361.000,,72113007.000,,
WeightedAverageNumberOfSharesOutstandingBasic,60634849.000,,,,,,,79526311.000,79791789.000
