,2011-06-30,2011-09-30,2012-03-31
AllocatedShareBasedCompensationExpense,,53570.000,76483.000
AssetImpairmentCharges,502974.000,619022.000,24638.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-573331.000
CostsAndExpenses,3139026.000,3359894.000,2345910.000
DepreciationDepletionAndAmortization,123312.000,108363.000,234151.000
EarningsPerShareBasic,-0.040,,
EarningsPerShareBasicAndDiluted,,-0.040,-0.030
ExplorationExpense,,,24418.000
ExplorationExpenseMining,64242.000,91357.000,17570.000
GainLossOnSaleOfPropertyPlantEquipment,17123.000,,216232.000
GeneralAndAdministrativeExpense,1727129.000,1895195.000,1262207.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.040,,
IncreaseDecreaseInAccountsReceivable,,,-115444.000
IncreaseDecreaseInOperatingLiabilities,,,388375.000
InterestExpense,102387.000,29598.000,73885.000
InvestmentIncomeInterest,231.000,,
LeaseOperatingExpense,459597.000,,
NetCashProvidedByUsedInFinancingActivities,,,-12256.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-12256.000
NetCashProvidedByUsedInInvestingActivities,,,-144538.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-144538.000
NetCashProvidedByUsedInOperatingActivities,,,-416537.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-416537.000
NetIncomeLoss,-2636341.000,-2674919.000,-1483290.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-2115960.000
OilAndGasProductionExpense,,562789.000,693102.000
OilAndGasRevenue,,515745.000,861562.000
OilAndGasSalesRevenue,474099.000,,
OtherExtraordinaryGainLoss,,,-92437.000
OtherIncome,11232.000,,
OtherNoncashIncomeExpense,,,-107821.000
OtherPreferredStockDividendsAndAdjustments,,,632670.000
PaymentsForProceedsFromOtherInvestingActivities,,,-46547.000
PaymentsOfDebtIssuanceCosts,,,105893.000
PaymentsToAcquirePropertyPlantAndEquipment,,,191085.000
ProceedsFromPaymentsForOtherFinancingActivities,,,105893.000
RepaymentsOfLongTermDebt,,,12256.000
Revenues,502685.000,684975.000,862620.000
SalesRevenueNet,491453.000,684975.000,862620.000
WeightedAverageNumberOfDilutedSharesOutstanding,67617719.000,,
WeightedAverageNumberOfSharesOutstandingBasic,65698722.000,,
