,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
NetIncomeLoss,8062000000.000,96000000.000,76000000.000,546000000.000,22000000.000,50000000.000,33000000.000,73000000.000,-19000000.000,61000000.000,-22000000.000,44000000.000,365000000.000,80000000.000,115000000.000,120000000.000,-21000000.000
NetIncomeLossAttributableToNoncontrollingInterest,48000000.000,62000000.000,40000000.000,61000000.000,50000000.000,56000000.000,54000000.000,57000000.000,38000000.000,38000000.000,63000000.000,45000000.000,62000000.000,60000000.000,54000000.000,68000000.000,65000000.000
NoncontrollingInterestIncreaseFromBusinessCombination,10841000000.000,,,,,,,,,,,,,,,,
NonoperatingIncomeExpense,7589000000.000,26000000.000,-38000000.000,465000000.000,-190000000.000,-50000000.000,-99000000.000,-41000000.000,-140000000.000,-37000000.000,-251000000.000,-68000000.000,-97000000.000,-99000000.000,-49000000.000,-70000000.000,-139000000.000
OperatingCostsAndExpenses,42000000.000,108000000.000,104000000.000,30000000.000,44000000.000,111000000.000,119000000.000,30000000.000,30000000.000,103000000.000,93000000.000,36000000.000,47000000.000,122000000.000,96000000.000,41000000.000,41000000.000
OperatingIncomeLoss,160000000.000,236000000.000,248000000.000,170000000.000,155000000.000,231000000.000,249000000.000,206000000.000,245000000.000,171000000.000,321000000.000,217000000.000,781000000.000,328000000.000,352000000.000,273000000.000,259000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-6000000.000,0.000,8000000.000,,,0.000,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,-31000000.000,-9000000.000,,8000000.000,-1000000.000,-2000000.000,-1000000.000,
OtherComprehensiveIncomeLossNetOfTax,-28000000.000,-2000000.000,11000000.000,8000000.000,0.000,2000000.000,-9000000.000,-10000000.000,-7000000.000,-26000000.000,-10000000.000,-6000000.000,8000000.000,-5000000.000,-4000000.000,-9000000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,-26000000.000,0.000,1000000.000,0.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,0.000,0.000,,,,,,,,,,,
OtherComprehensiveIncomeOtherNetOfTax,0.000,0.000,0.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,4000000.000,-2000000.000,2000000.000,6000000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,-3000000.000,0.000,-1000000.000,-4000000.000,,,,,,1000000.000,,,-2000000.000
OtherNoncashExpense,-18000000.000,,,,-9000000.000,,,,,,,,,,,,
OtherNoncashIncomeExpense,-5000000.000,,,,-39000000.000,,,,-6000000.000,,,,-3000000.000,,,,-4000000.000
OtherNonoperatingIncomeExpense,-5000000.000,-1000000.000,-67000000.000,-42000000.000,-38000000.000,-2000000.000,-13000000.000,-24000000.000,2000000.000,6000000.000,4000000.000,-13000000.000,7000000.000,5000000.000,5000000.000,-21000000.000,17000000.000
OtherSalesRevenueNet,154000000.000,265000000.000,278000000.000,174000000.000,170000000.000,291000000.000,292000000.000,183000000.000,174000000.000,286000000.000,315000000.000,213000000.000,195000000.000,334000000.000,316000000.000,237000000.000,221000000.000
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,0.000,,,,,,,,,,,,,,,,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities,,,,,,,,,17000000.000,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,-1000000.000,,,,14000000.000,,,,3000000.000,,,,-11000000.000
PaymentsForProceedsFromShortTermInvestments,24000000.000,,,,,,,,,,,,,,,,
PaymentsForRepurchaseOfCommonStock,140000000.000,,,,0.000,,,,58000000.000,,,,,,,,
PaymentsOfDividendsMinorityInterest,,,,,,,,,,,,,,,,,15000000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,16000000.000,,,,4000000.000,,,,22000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,58000000.000,,,,,,,,,,,,1647000000.000
PaymentsToAcquireInvestments,18000000.000,,,,2000000.000,,,,,,,,11000000.000,,,,5000000.000
PaymentsToAcquireProductiveAssets,26000000.000,,,,66000000.000,,,,64000000.000,,,,67000000.000,,,,156000000.000
PaymentsToAcquirePropertyPlantAndEquipment,26000000.000,,,,66000000.000,,,,64000000.000,,,,,,,,
PaymentsToAcquireShortTermInvestments,,,,,46000000.000,,,,10000000.000,,,,99000000.000,,,,
ProceedsAndExcessTaxBenefitFromSharebasedCompensation,,,,,,,,,14000000.000,,,,70000000.000,,,,
ProceedsFromDividendsReceived,1200000000.000,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,,,1550000000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,1275000000.000,,,,335000000.000,,,,1844000000.000
ProceedsFromPaymentsForOtherFinancingActivities,8000000.000,,,,8000000.000,,,,10000000.000,,,,13000000.000,,,,5000000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,55000000.000,,,,136000000.000,,,,53000000.000,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,,,,,113000000.000,,,,2000000.000,,,,
ProceedsFromSaleOfProductiveAssets,0.000,,,,,,,,,,,,,,,,
ProfitLoss,8110000000.000,158000000.000,116000000.000,607000000.000,72000000.000,106000000.000,87000000.000,130000000.000,19000000.000,99000000.000,41000000.000,89000000.000,427000000.000,140000000.000,169000000.000,188000000.000,44000000.000
RelatedPartyCosts,4000000.000,6000000.000,6000000.000,0.000,2000000.000,,,,,,,,,,,,
RelatedPartyTransactionAmountsOfTransaction,,,,,,6000000.000,,,,,,,,,,,
RepaymentOfNotesReceivableFromRelatedParties,,,,,5000000.000,,,,,,,,,,,,
RepaymentsOfLongTermDebt,1000000.000,,,,821000000.000,,,,658000000.000,,,,111000000.000,,,,1154000000.000
Revenues,789000000.000,1078000000.000,1110000000.000,1025000000.000,1011000000.000,1160000000.000,1184000000.000,1095000000.000,1081000000.000,1222000000.000,1284000000.000,1208000000.000,1204000000.000,1366000000.000,1385000000.000,1321000000.000,1395000000.000
SalesRevenueNet,789000000.000,1078000000.000,1110000000.000,1025000000.000,1011000000.000,1160000000.000,1184000000.000,1095000000.000,1081000000.000,1222000000.000,1284000000.000,1208000000.000,1204000000.000,1366000000.000,1385000000.000,1321000000.000,1395000000.000
SalesRevenueServicesNet,635000000.000,813000000.000,832000000.000,851000000.000,841000000.000,869000000.000,892000000.000,912000000.000,907000000.000,936000000.000,969000000.000,995000000.000,1009000000.000,1032000000.000,1069000000.000,1084000000.000,1078000000.000
SellingGeneralAndAdministrativeExpense,154000000.000,185000000.000,207000000.000,218000000.000,216000000.000,215000000.000,209000000.000,233000000.000,202000000.000,199000000.000,207000000.000,253000000.000,201000000.000,208000000.000,235000000.000,242000000.000,239000000.000
ShareBasedCompensation,41000000.000,48000000.000,52000000.000,52000000.000,49000000.000,49000000.000,53000000.000,66000000.000,44000000.000,47000000.000,56000000.000,57000000.000,34000000.000,34000000.000,41000000.000,41000000.000,44000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,0.000,,,,0.000,,,,0.000,,,,0.000
StockIssuedDuringPeriodValueNewIssues,57000000.000,,,,,,,,,,,,,,,,1617000000.000
StockIssuedDuringPeriodValueOther,,,,,,,,,,,,,,,,,1550000000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,,,,,,,,,,,4000000.000,,,,5000000.000
StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,,-58000000.000,,,,,,,,
StockRepurchasedDuringPeriodValue,-140000000.000,,,,,,,,,,,,,,,,
StockholdersEquityOther,,,,,-9000000.000,,,,-2000000.000,,,,1000000.000,,,,-1000000.000
UnrealizedGainLossOnDerivatives,97000000.000,,,,,,,,,,,,,,,,
UnrealizedGainLossOnSecurities,,,,,-65000000.000,25000000.000,-15000000.000,93000000.000,-28000000.000,40000000.000,-200000000.000,48000000.000,-8000000.000,-32000000.000,7000000.000,70000000.000,-12000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,121000000.000,121000000.000,121000000.000,-243000000.000,115000000.000,345000000.000,346000000.000,-461000000.000,345000000.000,342000000.000,338000000.000,-685000000.000,337000000.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,119000000.000,119000000.000,119000000.000,-239000000.000,113000000.000,341000000.000,341000000.000,-453000000.000,342000000.000,339000000.000,335000000.000,-678000000.000,335000000.000,,,,
