,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-210194.000,,-5304.000,,-3517.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,-17080.000,
ComprehensiveIncomeNetOfTax,,-253043.000,-136684.000,-29711.000,-40603.000,-55602.000,-28308.000
CostOfGoodsAndServicesSold,339523.000,241955.000,66192.000,,,,
DepreciationAndAmortization,,28894.000,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,39164.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,-39164.000,-27.000
EarningsPerShareBasic,0.000,-0.005,-0.003,,,,
EarningsPerShareDiluted,0.000,-0.005,-0.003,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,12327.000,,21.000,,17081.000,
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.390,0.390,0.390,0.390
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-0.390,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,-0.390,-0.390,-0.390
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,,,,,0.000,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,12101.000,,,,,
GainLossOnDispositionOfAssets,,,77265.000,,,,
GeneralAndAdministrativeExpense,150189.000,253877.000,,,,,
GrossProfit,421246.000,-6816.000,116843.000,,,,
IncomeLossFromContinuingOperations,,,,-29663.000,-40603.000,-34165.000,-28307.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-29624.000,-40603.000,-34165.000,-28307.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-29663.000,-40603.000,-34165.000,-28307.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,-39.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,129340.000,-265144.000,-142024.000,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.001,-0.001,-0.001,-0.001
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.001,-0.001,-0.001,-0.001
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,-39164.000,-27.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,-39164.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,-0.001,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,-0.001,0.000
IncomeTaxExpenseBenefit,55312.000,,2543.000,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,-125546.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-137086.000,,15271.000,,-5673.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,1118.000,,,,,
IncreaseDecreaseInCustomerDeposits,,-13277.000,,,,,
IncreaseDecreaseInInventories,,-174555.000,,,,,
IncreaseDecreaseInNotesPayableCurrent,,55238.000,,,,,
IncreaseDecreaseInOtherAccountsPayable,,-2238.000,,,,,
IncreaseDecreaseInOtherOperatingAssets,,19354.000,,,,,
InterestExpense,3889.000,,,,,,
InterestPaid,,27317.000,,,,,
InvestmentIncomeInterest,430.000,-6681.000,28.000,20.000,1.000,,
LeaseAndRentalExpense,,,,600.000,,,
NetCashProvidedByUsedInFinancingActivities,,-73898.000,,9067.000,,36320.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-73898.000,,9067.000,,36320.000,
NetCashProvidedByUsedInInvestingActivities,,-96875.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-96875.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,-51748.000,,-14392.000,,-56918.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-51748.000,,-14392.000,,-39838.000,
NetIncomeLoss,74028.000,-265144.000,-144567.000,-29663.000,-40603.000,-73329.000,-28334.000
NonoperatingIncomeExpense,,-4451.000,77289.000,20.000,1.000,,
OperatingCostsAndExpenses,138258.000,,,,,,
OperatingExpenses,,253877.000,336156.000,29683.000,40604.000,34165.000,28307.000
