,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28
OtherNonoperatingIncomeExpense,-18951.000,-22280.000,-21670.000,-286404.000,-33370.000,-41185.000,-60706.000,,,,,,
PaymentsForPurchaseOfOtherAssets1,,,,,,,-9645.000,,,,,,
ProceedsFromContributedCapital,,,,,,,-2796.000,,,,,,
ProceedsFromLinesOfCredit,3928.000,,,,,,7096.000,,,,,,
ProceedsFromRelatedPartyDebt,35083.000,,,,,,33009.000,,,,2250.000,,
ProceedsFromSaleOfMachineryAndEquipment,,,,,,,18507.000,,,,,,
ProfitLoss,-56663.000,6202.000,-43011.000,-445223.000,,,,,,,-9659.000,,
RepaymentsOfDebt,,,,,,,-10140.000,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,-13628.000,,,,,,
Revenues,62762.000,102848.000,67488.000,58856.000,9047.000,35236.000,49454.000,0.000,0.000,-49454.000,0.000,0.000,0.000
SalariesAndWages,20285.000,23859.000,21040.000,6194.000,1770.000,555.000,1748.000,,,,,,
SalesRevenueNet,62762.000,102848.000,67488.000,58856.000,9047.000,35236.000,49454.000,0.000,0.000,-49454.000,9509.000,9596.000,9662.000
SellingExpense,3175.000,-67.000,93.000,652.000,,,2506.000,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,275000.000,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,2900.000,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,,400000.000,,,,,,
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTaxPeriodIncreaseDecrease,757.000,,,,,,-9881.000,,,,,,
WeightedAverageNumberOfSharesIssuedBasic,105945324.000,113033236.000,5646157.000,-219711573.000,12807975.000,19374020.000,4507453.000,49455849.000,59423225.000,-66134502.000,75886165.000,75866165.000,75866165.000
