,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-92600000.000,100000.000,-76900000.000,9700000.000,-13700000.000,1600000.000,-3500000.000,-31300000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-101100000.000,-600000.000,-72100000.000,9700000.000,-12500000.000,300000.000,-11500000.000,-44000000.000,22300000.000,20000000.000,27600000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-8500000.000,-700000.000,4800000.000,0.000,1200000.000,-1300000.000,-8000000.000,-12700000.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-110500000.000,3800000.000,-53700000.000,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.500,,-0.220,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,0.020,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.020,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,,,,,,,
IncomeTaxExpenseBenefit,9400000.000,-4400000.000,-18400000.000,4600000.000,2700000.000,11100000.000,7800000.000,-13100000.000,6600000.000,200000.000,600000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,-4400000.000,-2000000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,1100000.000,-300000.000,-100000.000,-100000.000,-100000.000,400000.000,500000.000,1900000.000,,400000.000,-1800000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-35300000.000,-300000.000,-25300000.000,3500000.000,-4200000.000,-100000.000,-3900000.000,-15600000.000,,7100000.000,9600000.000
IncomeTaxReconciliationNondeductibleExpenseOther,200000.000,100000.000,300000.000,100000.000,,500000.000,600000.000,,,200000.000,1500000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,47300000.000,-5100000.000,8800000.000,8400000.000,7400000.000,10000000.000,5200000.000,5300000.000,,2400000.000,
IncomeTaxReconciliationOtherReconcilingItems,600000.000,1200000.000,1700000.000,-6000000.000,200000.000,200000.000,5600000.000,-2900000.000,,-1000000.000,5800000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-4500000.000,,-3800000.000,,-600000.000,100000.000,-200000.000,-1400000.000,,800000.000,600000.000
IncomeTaxesPaidNet,8700000.000,,,,4700000.000,,,,1900000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-46800000.000,,,,24500000.000,,,,5600000.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,100000.000,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,5600000.000,,,,1900000.000,,
IncreaseDecreaseInDeferredRevenue,43200000.000,,,,49700000.000,,,,40900000.000,,
IncreaseDecreaseInOtherOperatingAssets,5100000.000,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,12400000.000,,,,-9700000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,9500000.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,2100000.000,,,,-2200000.000,,,,,,
IncreaseDecreaseInReceivables,-4000000.000,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,1400000.000,2100000.000,2000000.000
InterestExpense,46900000.000,53400000.000,60700000.000,53000000.000,53800000.000,51200000.000,57700000.000,57400000.000,53300000.000,53700000.000,63000000.000
InterestIncomeExpenseNonoperatingNet,,,,,-53800000.000,-51200000.000,-57700000.000,-57400000.000,-53300000.000,-53700000.000,
InterestPaid,,,,,29300000.000,,,,13200000.000,,
InterestPaidDiscontinuedOperations,0.000,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,-129400000.000,,,,38300000.000,,,,24300000.000,,
NetCashProvidedByUsedInFinancingActivities,-5800000.000,,,,2600000.000,,,,-1700000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5800000.000,,,,2600000.000,,,,-1700000.000,,
NetCashProvidedByUsedInInvestingActivities,-241800000.000,,,,-159500000.000,,,,-206800000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-241800000.000,,,,-159500000.000,,,,-206800000.000,,
NetCashProvidedByUsedInOperatingActivities,118200000.000,,,,195200000.000,,,,232800000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,118200000.000,,,,195200000.000,,,,232800000.000,,
NetIncomeLoss,-110500000.000,3800000.000,-53700000.000,5100000.000,-15200000.000,-10800000.000,-19300000.000,-30900000.000,15700000.000,19800000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,27000000.000
NonoperatingIncomeExpense,-61600000.000,-97700000.000,-128800000.000,-45000000.000,-64600000.000,-58400000.000,-69000000.000,-116000000.000,-64700000.000,-70700000.000,-63100000.000
OperatingExpenses,360100000.000,226800000.000,284000000.000,307200000.000,314700000.000,310900000.000,420500000.000,435300000.000,417900000.000,416000000.000,459500000.000
OperatingIncomeLoss,-39500000.000,97100000.000,56700000.000,54700000.000,52100000.000,58700000.000,57500000.000,72000000.000,87000000.000,90700000.000,90700000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-12300000.000,-8700000.000,-14500000.000,13200000.000,-4000000.000,-7700000.000,32000000.000,-7900000.000,-2100000.000,-24100000.000,3700000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,1200000.000,,
OtherNonoperatingIncomeExpense,-14700000.000,-100000.000,,,-100000.000,-100000.000,-200000.000,100000.000,-200000.000,400000.000,500000.000
PaidInKindInterest,,,,,3500000.000,,,,2600000.000,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,300000.000,,,,-1500000.000,,
PaymentsOfDebtExtinguishmentCosts,,,,,,,,,,,4500000.000
PaymentsOfFinancingCosts,,,,,,,,,700000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,115300000.000,129500000.000,130100000.000,155500000.000,159200000.000,172400000.000,185100000.000,187400000.000,208300000.000,213600000.000,208300000.000
ProceedsFromIssuanceOfCommonStock,,,,,387200000.000,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,800000.000,,,,,,
ProvisionForDoubtfulAccounts,600000.000,,,,600000.000,,,,900000.000,,
RecognitionOfDeferredRevenue,17300000.000,,,,20400000.000,,,,27500000.000,,
RedemptionPremium,,23800000.000,,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,700000.000,,,,1200000.000,,,,1000000.000,,
RepaymentsOfLongTermDebt,5100000.000,,,,4100000.000,,,,,,
Revenues,320600000.000,323900000.000,340700000.000,361900000.000,366800000.000,369600000.000,478000000.000,507300000.000,504900000.000,506700000.000,550200000.000
SalesRevenueNet,320600000.000,323900000.000,340700000.000,361900000.000,366800000.000,369600000.000,478000000.000,507300000.000,504900000.000,506700000.000,550200000.000
SellingGeneralAndAdministrativeExpense,156800000.000,32100000.000,83000000.000,86500000.000,84600000.000,85000000.000,112500000.000,104300000.000,105600000.000,104700000.000,108800000.000
ShareBasedCompensation,123100000.000,,,,46100000.000,42900000.000,33500000.000,33400000.000,32000000.000,34500000.000,26500000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,,,200425.000,191015.000,171316.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,47.000,75.560,27.390
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,43600000.000,,,,24300000.000,,
StockOptionPlanExpense,107900000.000,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,237000000.000,,,,244800000.000,,,244000000.000,245600000.000,246100000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,223000000.000,,240000000.000,,243000000.000,,243300000.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,236000000.000,,,,244800000.000,,,242600000.000,243100000.000,244100000.000
