,2011-12-31,2012-12-31,2013-12-31,2014-12-31
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,0.000,0.000
IncomeTaxExpenseBenefit,,,0.000,0.000
InterestAndDividendIncomeOperating,-8213542.000,-5972416.000,-3973316.000,
InterestIncomeOperating,330.000,,,
LossContingencyAccrualProvision,,,0.000,0.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-9.770,-14.070,-11.090,21.370
NoninterestExpenseInvestmentAdvisoryFees,,1791137.000,1190729.000,
NoninterestExpenseRelatedToPerformanceFees,,111017.000,142817.000,
OperatingExpenses,8213872.000,5972416.000,3973316.000,2494985.000
PartnersCapitalAccountContributions,3790772.000,779303.000,37000.000,22000.000
PartnersCapitalAccountRedemptions,49904003.000,41139950.000,41137145.000,19780086.000
PartnersCapitalAccountUnitsContributed,19912.000,4288.000,220.000,145.000
PartnersCapitalAccountUnitsRedeemed,265775.000,231544.000,254056.000,124329.000
ProfitLoss,-10607506.000,-11730378.000,-6729942.000,8290580.000
RealizedInvestmentGainsLosses,13782454.000,10000130.000,8389331.000,1533464.000
RevenuesExcludingInterestAndDividends,-2393964.000,-5757962.000,-2756626.000,
TradingGainsLosses,,,,10785565.000
UnrealizedGainLossOnInvestments,,-15758092.000,-11145957.000,9252101.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,1086022.000,833672.000,606631.000,387996.000
