,2013-06-30,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AmortizationOfDebtDiscountPremium,,,,,,358705.000,,655817.000,,,
AmortizationOfFinancingCosts,,,,,,,,167700.000,,,
AmortizationOfIntangibleAssets,,,,8255.000,,,,94066.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,7684969.000,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,442302.000,,,
CashAcquiredFromAcquisition,,,,,,,,419042.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-145768.000,,,,-39840.000,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,-12941663.000,,,
ComprehensiveIncomeNetOfTax,,,,,,28438201.000,,7740048.000,-616021.000,-4351340.000,-12367040.000
ContractsRevenue,,,,,,,,,13315.000,,
CostOfRevenue,,,,,,,,118110.000,114548.000,116376.000,143203.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,704074.000,,,
DebtConversionOriginalDebtAmount1,,,,,,,,21222.000,,,
Depreciation,,,,3016.000,,,,9013.000,,,
DepreciationAndAmortization,,,,,,,,103079.000,157702.000,127473.000,33240.000
DepreciationDepletionAndAmortization,,11891.000,11890.000,11271.000,11376.000,10135.000,114270.000,103079.000,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,12941663.000,4735589.000,-1594636.000,-8737616.000
DerivativeLossOnDerivative,,,,,,20478790.000,,,,,
EarningsPerShareBasic,,,,,,,,0.040,-0.000,0.010,
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,-0.000,-0.030,-0.160,-0.020,,,,
EarningsPerShareDiluted,,,,,,,,-0.020,-0.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,47538.000,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,4849740.000,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,0.000,,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,2401208.000,,,
GeneralAndAdministrativeExpense,,149495.000,99268.000,472836.000,4245101.000,840199.000,3445007.000,4392886.000,4147408.000,2171627.000,3531442.000
GrossProfit,,,,,,75312.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-144333.000,-509862.000,-4268349.000,-27909025.000,-3991933.000,7692510.000,-832691.000,-4333036.000,-12375240.000
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,0.000,,
IncomeTaxExpenseBenefit,0.000,,,,,,,,,,
