,2013-06-30,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,-12393.000,,,,-275186.000,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,-731004.000,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,-70116.000,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,-316734.000,,,
IncreaseDecreaseInDueToRelatedParties,,,,30450.000,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,74261.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,32200.000,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,13387521.000,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,28597300.000,,,
InterestExpense,,22500.000,33175.000,1755.000,11019.000,98166.000,1025588.000,926752.000,1346025.000,853543.000,499664.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,270000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,195470.000,,,,83628.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,195470.000,,,,83628.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,-33538.000,,,,387578.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-33538.000,,,,387578.000,,,
NetCashProvidedByUsedInOperatingActivities,,,,-307700.000,,,,-558584.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,-307700.000,,,,-558584.000,,,
NetIncomeLoss,-8801.000,-183886.000,-144333.000,-509862.000,,-27909025.000,,7692510.000,-832691.000,-4333036.000,-12378186.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,-832691.000,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,-832691.000,,
NoncashOrPartNoncashAcquisitionAccountsReceivableAcquired1,,,,,,,,-311867.000,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,,,-100339.000,,,
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,,,,,,-8970562.000,,,
NoncashOrPartNoncashAcquisitionInventoryAcquired1,,,,,,,,-112408.000,,,
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,,,,,,419042.000,,,
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,,,,,,,,-914218.000,,,
NonoperatingIncomeExpense,,,,,,,,12014911.000,3389564.000,-2448179.000,-9237280.000
OperatingExpenses,8801.000,161386.000,111158.000,508107.000,4257330.000,850334.000,4015213.000,4643147.000,4712250.000,2481058.000,3660956.000
OperatingIncomeLoss,,-161386.000,-111158.000,-508107.000,-4257330.000,-775022.000,-3355161.000,-4322401.000,-4222255.000,-1884857.000,-3137960.000
OperatingLeasesIncomeStatementLeaseRevenue,,,,,,,,,,19735.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,529176.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,47538.000,216670.000,-18304.000,11146.000
OtherDepreciationAndAmortization,,,,11271.000,,,,,,,
OtherIncome,,,,,,9315.000,,,,,
OtherNonoperatingExpense,,,,,,1357917.000,,,,,
OtherNonoperatingIncomeExpense,,-22500.000,-33175.000,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,29003.000,,,,20157.000,,,
PaymentsToAcquireIntangibleAssets,,,130981.000,4535.000,,,,,,,
PaymentsToAcquireOtherProductiveAssets,,,,200000.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,11307.000,,,
ProceedsFromNotesPayable,,,,197095.000,,,,100000.000,,,
ProceedsFromRepaymentsOfNotesPayable,,,,-1625.000,,,,,,,
ProfitLoss,,,,,-4268349.000,-27909025.000,,,,,
RepaymentsOfNotesPayable,,,,,,,,16372.000,,,
ResearchAndDevelopmentExpense,,,,24000.000,853.000,,,29072.000,292592.000,65582.000,-46929.000
Revenues,0.000,,,,,75312.000,,,,,
SaleLeasebackTransactionMonthlyRentalPayments,,,,3000.000,,,,,,,
SalesRevenueNet,0.000,,,,,65997.000,,,,,
SalesRevenueServicesGross,,,,,,,,,476680.000,,
SalesRevenueServicesNet,,,,,,,,320746.000,489995.000,596201.000,522996.000
ShareBasedCompensation,,,,,,,,3214732.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,2500000.000,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,0.360,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1,,,,172834.000,,,,,,,
StockIssued1,,,,,,,,21222.000,,,
StockIssuedDuringPeriodSharesOther,,,,,,,,190000.000,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,9000000.000,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,21222.000,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,270000.000,,,
StockIssuedDuringPeriodValueOther,,,,,,,,76000.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,270712051.000,213260870.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1500000.000,160623289.000,160815487.000,163724678.000,166054195.000,171972727.000,-326055386.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,201816797.000,213260870.000,226796302.000,
