,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,0.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,10115.000,14239.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,0.000,
DepreciationDepletionAndAmortization,9354030.000,
EarningsPerShareBasicAndDiluted,-0.830,-0.100
GeneralAndAdministrativeExpense,1197894.000,160281.000
ImpairmentOfLongLivedAssetsHeldForUse,-9354030.000,
IncomeLossFromContinuingOperations,-11952178.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-11952178.000,-1696586.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-1536305.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-11952178.000,-1696586.000
IncreaseDecreaseInAccountsPayable,-9222.000,-2596.000
IncreaseDecreaseInAccruedLiabilities,1120962.000,1229085.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-3925.000
IncreaseDecreaseInRestrictedCash,25000.000,
InterestExpense,-1400254.000,
InvestmentIncomeInterest,,-1536305.000
IssuanceOfStockAndWarrantsForServicesOrClaims,1035272.000,
NetCashProvidedByUsedInFinancingActivities,267200.000,190000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,267200.000,190000.000
NetCashProvidedByUsedInInvestingActivities,25000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,25000.000,
NetCashProvidedByUsedInOperatingActivities,-282085.000,-175761.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-282085.000,-175761.000
NetIncomeLoss,-11952178.000,-1696586.000
OperatingIncomeLoss,-1197894.000,-160281.000
OtherExpenses,,54000.000
PaymentsOfStockIssuanceCosts,0.000,
ProceedsFromIssuanceOfCommonStock,125000.000,190000.000
ProfitLoss,-11952178.000,-1696586.000
RepaymentsOfRelatedPartyDebt,194051.000,298261.000
StockIssuedDuringPeriodSharesAcquisitions,0.000,
StockIssuedDuringPeriodSharesNewIssues,0.000,
StockIssuedDuringPeriodSharesPurchaseOfAssets,0.000,
StockIssuedDuringPeriodSharesStockDividend,0.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,0.000,148000000.000
StockIssuedDuringPeriodSharesStockSplits,0.000,
StockIssuedDuringPeriodValueAcquisitions,0.000,
StockIssuedDuringPeriodValueNewIssues,0.000,
StockIssuedDuringPeriodValuePurchaseOfAssets,0.000,
StockIssuedDuringPeriodValueStockDividend,0.000,
StockIssuedDuringPeriodValueStockOptionsExercised,813050.000,
StockRepurchasedAndRetiredDuringPeriodShares,0.000,
StockRepurchasedAndRetiredDuringPeriodValue,0.000,
SubscriptionRevenue,142200.000,
UnrealizedGainOnForeignCurrencyDerivativesBeforeTax,0.000,
UnrealizedLossOnForeignCurrencyDerivativesBeforeTax,0.000,
WeightedAverageNumberOfSharesOutstandingBasic,14387682.000,16330193.000
