,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AllocatedShareBasedCompensationExpense,1124367.000,,,,,,,,,,,
CashPeriodIncreaseDecrease,,-151117.000,,,,131224.000,,,,-1543895.000,,
ComprehensiveIncomeNetOfTax,-1349278.000,-385634.000,-133479.000,-308256.000,-95275.000,-152998.000,-330590.000,-384143.000,-620144.000,-538989.000,-1493556.000,-656683.000
Depreciation,,3507.000,3899.000,,,4490.000,4859.000,5235.000,4382.000,4962.000,3774.000,4401.000
DepreciationExpense,,,,3870.000,,4490.000,,,,,,
DistributionAndServicingFees,,,2980.000,4498.000,,2301.000,2039.000,2090.000,2524.000,2014.000,2308.000,
DividendsSharebasedCompensationStock,,,,0.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.020,0.000,-0.010,-0.010
EffectOfExchangeRateOnCash,,,,,,,,,,-79218.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,1151.000,,,,14404.000,,,,,,
EquityMethodInvestmentDeferredGainOnSale,,,,,,,,,,,,-24.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,24991.000
GainLossOnInvestments,,,25632.000,,,50.000,,,,208.000,,
GeneralAndAdministrativeExpense,115517.000,177263.000,,,,,,,,,,677249.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-340184.000,-133748.000,-287928.000,-206941.000,-167402.000,-336839.000,-341411.000,-595848.000,-459771.000,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,,,,,,,-1469231.000,
IncomeLossFromEquityMethodInvestments,,-24518.000,,-2522.000,,-50.000,5696.000,-113.000,-6437.000,-208.000,-1472.000,
IncomeTaxExpenseBenefit,,46601.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,116925.000,,,,-99209.000,,,,-52270.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,-147474.000,,,,-157294.000,,
IncreaseDecreaseInNotesPayableCurrent,,-100000.000,,,,,,,,-574211.000,,
IncreaseDecreaseInOtherCurrentAssets,,239.000,,,,24243.000,,,,-226301.000,,
LaborAndRelatedExpense,21659.000,11653.000,999.000,85841.000,77513.000,18429.000,69704.000,85707.000,89521.000,103565.000,122675.000,
LeaseAndRentalExpense,,,,,,,,,,17068.000,,
LicenseCosts,,,,,,,323444.000,173280.000,,,,
NetCashProvidedByUsedInFinancingActivities,,229905.000,,,,355421.000,,,,-157294.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,229905.000,,,,355421.000,,,,-157294.000,,
NetCashProvidedByUsedInInvestingActivities,,-40099.000,,,,-773.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-40099.000,,,,-773.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-342074.000,,,,-237828.000,,,,-1307383.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-342074.000,,,,-237828.000,,,,-1307383.000,,
NetIncomeLoss,-1334751.000,-386785.000,-133748.000,,,-167402.000,-336839.000,-341411.000,-686318.000,,-1469231.000,-681674.000
OperatingExpenses,1334751.000,315666.000,159380.000,285406.000,205165.000,167352.000,342535.000,341298.000,608831.000,459563.000,1467759.000,681650.000
OperatingIncomeLoss,,,,,,-162862.000,,,,-454601.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-14527.000,1151.000,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,,,269.000,-20328.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,,-79218.000,-24325.000,
OtherComprehensiveIncomeLossTax,,,,,,,,,,,,5000000.000
OtherExpenses,,,83489.000,154218.000,,111206.000,193839.000,175913.000,464524.000,317511.000,432982.000,
OtherGeneralExpense,4261.000,5234.000,,,,,,,,,,
OtherOperatingIncome,,,,,,,,,,208.000,,
PaymentsForProceedsFromInvestments,,,,,,0.000,,,,,,
PaymentsToAcquireProductiveAssets,,,,,,-773.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,40099.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,502895.000,,,,,,
ProceedsFromRelatedPartyDebt,,229905.000,,,,,,,,,,
ProfessionalFees,68947.000,118009.000,68013.000,36979.000,32959.000,30926.000,72094.000,72353.000,47880.000,31511.000,103220.000,
