,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,4401000.000,3875000.000,3137000.000,2749000.000,2770000.000,4092000.000,3387000.000,2303000.000,2751000.000,2221000.000,2498000.000
AccountsPayableRelatedPartiesCurrent,,492000.000,,,,232000.000,,,,214000.000,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,191000.000,295000.000,219000.000,,517000.000
AccountsReceivableNetCurrent,4327000.000,4221000.000,4736000.000,2782000.000,2383000.000,4333000.000,4494000.000,4229000.000,4255000.000,4321000.000,4295000.000
AccountsReceivableRelatedParties,,,2807000.000,2179000.000,313000.000,,190000.000,209000.000,396000.000,,0.000
AccountsReceivableRelatedPartiesCurrent,,134000.000,,,,1889000.000,,,,,
AccruedBonusesCurrent,2412000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3120000.000,4326000.000,5234000.000,6394000.000,7125000.000,8326000.000,10432000.000,12195000.000,13838000.000,13821000.000,15664000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-105000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-105000.000,151000.000,57000.000,179000.000,-138000.000,656000.000,642000.000,537000.000,-1157000.000,-872000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1500000.000,24500.000,23000.000,23000.000,21000.000,21000.000,,,,0.000,
AssetRetirementObligation,,,,,,,,,,1000000.000,
Assets,133421000.000,153652000.000,149903000.000,150370000.000,141405000.000,328398000.000,325561000.000,320463000.000,317062000.000,305967000.000,292114000.000
AssetsCurrent,38144000.000,63936000.000,67580000.000,66421000.000,64562000.000,35461000.000,33328000.000,33251000.000,35990000.000,34565000.000,24844000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,453000.000,0.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,28155000.000,40249000.000,37976000.000,37888000.000,41070000.000,10500000.000,8592000.000,9896000.000,9836000.000,11705000.000,4184000.000
ConstructionInProgressGross,501000.000,506000.000,516000.000,1185000.000,538000.000,2655000.000,2932000.000,2804000.000,2603000.000,2514000.000,2742000.000
DebtWeightedAverageInterestRate,,,0.038,,,,,,,,
DeferredFinanceCostsGross,,,,,,900000.000,,,,,
DeferredFinanceCostsNoncurrentNet,823000.000,2900000.000,,,,,,,,,
DeferredIncomeTaxLiabilities,,,3237000.000,1845000.000,1728000.000,1448000.000,,,344000.000,385000.000,445000.000
DeferredRevenue,,,12200000.000,,,,,,,,
DeferredRevenueCurrent,10217000.000,15540000.000,24160000.000,26213000.000,24761000.000,22158000.000,24773000.000,26575000.000,27607000.000,26928000.000,26461000.000
DeferredRevenueNoncurrent,4243000.000,3656000.000,3248000.000,2839000.000,2430000.000,2022000.000,1613000.000,956000.000,821000.000,264000.000,0.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,454000.000,454000.000,448000.000,438000.000,441000.000
DeferredTaxAssetsDeferredIncome,,1939000.000,1751000.000,1678000.000,1497000.000,1245000.000,964000.000,631000.000,279000.000,89000.000,0.000
DeferredTaxAssetsGross,,,3237000.000,,,,104000.000,2945000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,2203000.000,,,
DeferredTaxAssetsNet,,0.000,0.000,969000.000,944000.000,699000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,102000.000,407000.000,287000.000,257000.000,159000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,-946000.000,846000.000,,,,,703000.000,,,
DeferredTaxAssetsTaxDeferredExpense,,-1098000.000,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,1391000.000,2145000.000,1599000.000,996000.000,970000.000,856000.000,742000.000,448000.000,438000.000,441000.000
DeferredTaxLiabilities,,,,876000.000,784000.000,749000.000,752000.000,,792000.000,823000.000,886000.000
DeferredTaxLiabilitiesNoncurrent,,,,876000.000,784000.000,749000.000,752000.000,703000.000,792000.000,823000.000,886000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,1092000.000,937000.000,915000.000,673000.000,664000.000,,713000.000,592000.000,526000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,0.000,908000.000,813000.000,775000.000,752000.000,,645000.000,577000.000,519000.000
DerivativeAssetsCurrent,796000.000,,2274000.000,,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,2879000.000,4014000.000,3705000.000,1692000.000,1399000.000,1144000.000,1167000.000,
DerivativeAssetsNoncurrent,245000.000,,,,,,1001000.000,777000.000,370000.000,,186000.000
DerivativeLiabilities,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,453000.000,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,1485000.000,4692000.000,7844000.000,10996000.000,14147000.000,17299000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,12600000.000,,,,12600000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,12600000.000,,,,12600000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,12600000.000,,,,12600000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,12600000.000,,,,12600000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,12600000.000,,,,12600000.000,
FiniteLivedIntangibleAssetsGross,,,,,,126066000.000,126066000.000,126066000.000,126066000.000,126066000.000,126066000.000
GeneralPartnersCapitalAccount,,103000.000,42000.000,-30000.000,-120000.000,220000.000,122000.000,80000.000,185000.000,111000.000,72000.000
GeneralPartnersCapitalAccountUnitsAuthorized,,427083.000,427083000.000,427083.000,427083.000,461136.000,,,,461136.000,
GeneralPartnersCapitalAccountUnitsIssued,,427083.000,427083000.000,427083.000,427083.000,461136.000,,,,461136.000,
GeneralPartnersCapitalAccountUnitsOutstanding,,,,,,,461136.000,461136.000,461136.000,,461136.000
Goodwill,,,,,,33970000.000,33970000.000,33970000.000,34000000.000,33589000.000,33589000.000
