,2016-09-30,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,3000000.000
AmortizationOfIntangibleAssets,3900000.000,4000000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,-1000000.000
BusinessAcquisitionsProFormaRevenue,,822000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6000000.000
CommonStockDividendsPerShareDeclared,,0.250
ComprehensiveIncomeNetOfTax,37100000.000,11000000.000
CostOfRevenue,,692000000.000
DeferredIncomeTaxExpenseBenefit,,1000000.000
Depreciation,35800000.000,35000000.000
DepreciationAndAmortization,40600000.000,40000000.000
DividendsCash,,8000000.000
EarningsPerShareBasic,,-0.020
EarningsPerShareBasicAndDiluted,1.180,
EarningsPerShareDiluted,,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,3000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,56100000.000,1000000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,1.180,
IncomeTaxExpenseBenefit,18000000.000,2000000.000
IncreaseDecreaseInAccountsPayable,,3000000.000
IncreaseDecreaseInAccountsReceivable,,-40000000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-18000000.000
IncreaseDecreaseInIncomeTaxes,,-1000000.000
IncreaseDecreaseInInventories,,4000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,0.000
InterestExpense,,17000000.000
InterestIncomeExpenseNonoperatingNet,-500000.000,
NetCashProvidedByUsedInFinancingActivities,,-48000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-48000000.000
NetCashProvidedByUsedInInvestingActivities,,-25000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-25000000.000
NetCashProvidedByUsedInOperatingActivities,,64000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,64000000.000
NetIncomeLoss,38100000.000,-1000000.000
OciBeforeReclassificationsNetOfTaxAttributableToParent,,9000000.000
OperatingIncomeLoss,57000000.000,18000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,-1000000.000,-3000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-2000000.000,9000000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,-1100000.000,13000000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-1000000.000,12000000.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,-100000.000,1000000.000
OtherNoncashIncomeExpense,,-1000000.000
OtherNonoperatingIncomeExpense,-400000.000,
OtherNonrecurringIncomeExpense,800000.000,1000000.000
OtherRestructuringCosts,1500000.000,1000000.000
PaymentsForRestructuring,,4000000.000
PaymentsOfDividends,,8000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,4000000.000
PaymentsToAcquirePropertyPlantAndEquipment,15800000.000,21000000.000
ProceedsFromIssuanceOfCommonStock,,18000000.000
ProceedsFromSaleOfOtherAssetsInvestingActivities,,0.000
ProvisionForDoubtfulAccounts,,1000000.000
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,,-3000000.000
RepaymentsOfDebt,,51000000.000
RestructuringCharges,3300000.000,5000000.000
RestructuringCostsAndAssetImpairmentCharges,-900000.000,0.000
RestructuringReserveTranslationAndOtherAdjustment,,0.000
RestructuringSettlementAndImpairmentProvisions,3200000.000,6000000.000
Revenues,948500000.000,821000000.000
SalesRevenueNet,948500000.000,821000000.000
SellingGeneralAndAdministrativeExpense,,65000000.000
SeveranceCosts1,1800000.000,4000000.000
ShareBasedCompensation,,3000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,0.000
StockIssuedDuringPeriodValueNewIssues,,18000000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,-1000000.000
TreasuryStockSharesAcquired,,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,,32600000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,32400000.000,
WeightedAverageNumberOfSharesOutstandingBasic,,32600000.000
