,2011-12-31
AccretionExpense,108.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,37500.000
AmortizationOfDebtDiscountPremium,123384.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1017.000
CostsAndExpenses,323531.000
DebtConversionConvertedInstrumentAmount1,116775.000
DebtInstrumentConvertibleBeneficialConversionFeature,37500.000
DebtInstrumentIncreaseDecreaseOtherNet,50286.000
DeferredRevenueAdditions,7000.000
DerivativeGainOnDerivative,9503.000
GainLossOnSaleOfDebtInvestments,-9758.000
GainLossOnSaleOfInterestInProjects,213827.000
GainLossOnSaleOfInvestments,-213827.000
GainsLossesOnExtinguishmentOfDebt,108505.000
GeneralAndAdministrativeExpense,525055.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,23620.000
IncreaseDecreaseInAccountsPayableRelatedParties,151166.000
IncreaseDecreaseInDerivativeLiabilities,-9503.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-10000.000
InterestExpense,217939.000
LeaseOperatingExpense,12130.000
NetCashProvidedByUsedInFinancingActivities,36930.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,36930.000
NetCashProvidedByUsedInInvestingActivities,218942.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,218942.000
NetCashProvidedByUsedInOperatingActivities,-256891.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-256891.000
NetIncomeLoss,-419164.000
NotesIssued1,112750.000
OilAndGasRevenue,14056.000
OperatingIncomeLoss,-309475.000
OtherNoncashExpense,36357.000
OtherOperatingIncome,-109689.000
PaymentsToExploreAndDevelopOilAndGasProperties,-158.000
ProceedsFromIssuanceOfDebt,55500.000
ProceedsFromRelatedPartyDebt,23930.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,219100.000
RepaymentsOfLongTermDebt,-20000.000
RepaymentsOfRelatedPartyDebt,-25500.000
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,65.000
Revenues,14056.000
SalesRevenueNet,123745.000
ShareBasedCompensation,2500.000
StockIssuedDuringPeriodValueIssuedForServices,2500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,85068158.000
