,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-12-31,2016-03-31,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,520509.000,639248.000,639803.000,648816.000,827384.000,845472.000,1075806.000,651880.000,837839.000
AccountsPayableCurrent,,,,,6273.000,,26962.000,,
AccountsReceivableNetCurrent,,,,,6970.000,,,,5873.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,115092.000,414748.000,585258.000,676408.000,2331.000,-1337.000,-1217.000,-120817.000,-133290.000
Assets,,,,,334205.000,322218.000,516011.000,913440.000,
AssetsCurrent,9376094.000,7393956.000,7019498.000,7250407.000,332994.000,321007.000,324823.000,913440.000,1170744.000
AssetsHeldForSaleNotPartOfDisposalGroup,9376094.000,7389418.000,7018920.000,7249857.000,,,,,
AssetsNoncurrent,,,,,,1211.000,191188.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,77164.000,13108.000,4076.000,797230.000,169041.000
CommonStockSharesAuthorized,85000000000.000,,85000000000.000,85000000000.000,85000000000.000,85000000000.000,85000000000.000,85000000000.000,85000000000.000
CommonStockSharesIssued,11307232960.000,,11307232960.000,11307232960.000,11307232960.000,11307232960.000,11307232960.000,11427232960.000,11427232960.000
CommonStockSharesOutstanding,11307232960.000,,11307232960.000,11307232960.000,11307232960.000,11307232960.000,11307232960.000,11427232960.000,11427232960.000
CommonStockValue,2775230.000,2775230.000,2775230.000,2775230.000,2775230.000,2775230.000,2775230.000,4095230.000,4095230.000
CommonStockValueOutstanding,2775230.000,,,,,,,,
CumulativeEarningsDeficit,-4310867.000,-5950254.000,-6644492.000,-7166414.000,-3065224.000,-3216141.000,-3420451.000,-2545252.000,-2616673.000
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,,4538.000,578.000,550.000,102025.000,67146.000,92616.000,113981.000,115498.000
DueFromRelatedPartiesCurrent,,,,,146835.000,240753.000,228131.000,2229.000,880332.000
DueToRelatedPartiesCurrent,66667.000,146667.000,186667.000,226667.000,448421.000,591464.000,825272.000,806812.000,949578.000
Liabilities,14576900.000,15075651.000,15773750.000,16801928.000,3282078.000,3436936.000,3928040.000,3458692.000,3787417.000
LiabilitiesAndStockholdersEquity,9376094.000,7393956.000,7019498.000,7250407.000,334205.000,322218.000,516011.000,913440.000,1170744.000
LiabilitiesCurrent,12576900.000,13075651.000,13773750.000,14801928.000,1282078.000,1436936.000,1928040.000,1458692.000,1787417.000
LiabilitiesNoncurrent,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,11989724.000,12289736.000,12947280.000,13926445.000,,,,,
LoansAndLeasesReceivableRelatedParties,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,
LongTermDebt,,,,,,,2000000.000,2000000.000,2000000.000
MinorityInterest,-889939.000,-1731441.000,-2109760.000,-2385107.000,117351.000,101423.000,8422.000,,
RegulatoryAssetsNoncurrent,,,,,1211.000,1211.000,191188.000,,
RetainedEarningsAccumulatedDeficit,-7201189.000,-9140232.000,-10004980.000,-10618052.000,-5842785.000,-5990034.000,-6194464.000,-6519665.000,-6578613.000
SharesOutstanding,,,,,,,,11427232960.000,
StockholdersEquity,-5200806.000,-7681695.000,-8754252.000,-9551521.000,-2947873.000,-3114718.000,-3412029.000,-2545252.000,-2616673.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5200806.000,-7681695.000,-8754252.000,-9551521.000,-2947873.000,-3114718.000,-3412029.000,-2545252.000,-2616673.000
