,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,7169000.000,8357000.000,5041000.000,9138000.000,6125000.000,10810000.000,8471000.000,4747000.000,5409000.000,5717000.000,4717000.000,4868000.000,4010000.000,6887000.000,6565000.000,5290000.000,6760000.000,10874000.000,7501000.000,5729000.000,12631000.000,7928000.000,11194000.000
AccountsReceivableGrossCurrent,,,,5490000.000,5096000.000,5235000.000,7733000.000,6248000.000,6830000.000,6527000.000,7556000.000,9102000.000,12716000.000,9823000.000,9225000.000,10511000.000,8630000.000,6448000.000,7218000.000,7191000.000,9114000.000,9416000.000,9207000.000
AccountsReceivableNetCurrent,3609000.000,4955000.000,4244000.000,5290000.000,4896000.000,5035000.000,7533000.000,6048000.000,6630000.000,6427000.000,7092000.000,8638000.000,12252000.000,9359000.000,8761000.000,10047000.000,8166000.000,5973000.000,7208000.000,6972000.000,8995000.000,9297000.000,9088000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,1966000.000,,,,1524000.000,,,,1047000.000,,,,2107000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,2382000.000,3394000.000,658000.000,1340000.000,2421000.000,3409000.000,767000.000,1394000.000,2554000.000,3584000.000,892000.000,1497000.000,2595000.000,3636000.000,1019000.000,1510000.000,2582000.000,3568000.000,1061000.000,1630000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,2089000.000,3331000.000,3116000.000,2664000.000,2379000.000,2242000.000,1966000.000,1881000.000,1749000.000,1603000.000,1524000.000,1376000.000,1122000.000,975000.000,1047000.000,857000.000,1137000.000,2998000.000,2107000.000,2115000.000
AccruedExchangeFeeRebateCurrent,,,,1689000.000,2369000.000,3402000.000,1145000.000,2137000.000,2712000.000,3793000.000,831000.000,1590000.000,1780000.000,1795000.000,,,,,,,,,
AccruedLiabilitiesCurrent,19693000.000,21192000.000,14600000.000,16077000.000,20273000.000,15606000.000,11799000.000,17265000.000,15395000.000,16189000.000,11715000.000,10788000.000,11766000.000,9835000.000,11010000.000,11531000.000,14364000.000,11111000.000,11311000.000,14361000.000,18287000.000,13998000.000,16665000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,935000.000,1123000.000,1328000.000,1572000.000,1816000.000,2059000.000,2303000.000,2547000.000,2791000.000,3034000.000,3278000.000,3593000.000,3612000.000,3779000.000,3945000.000,4257000.000,4462000.000,4666000.000,4763000.000,5057000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,169243000.000,176332000.000,183551000.000,190878000.000,198248000.000,204815000.000,212142000.000,219491000.000,226837000.000,234187000.000,241461000.000,248747000.000,256172000.000,263833000.000,271908000.000,280234000.000,288247000.000,295767000.000,303929000.000,312586000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-216000.000,-582000.000,-428000.000,-573000.000,-443000.000,-475000.000,-301000.000,-473000.000,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,200000.000,,,,100000.000,,,,464000.000,,,,475000.000,,,,119000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,100000.000,464000.000,464000.000,464000.000,464000.000,464000.000,464000.000,464000.000,475000.000,10000.000,219000.000,119000.000,119000.000,119000.000
