,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AllocatedShareBasedCompensationExpense,,,,,,,-100000.000
AmortizationOfFinancingCostsAndDiscounts,,,14445000.000,,,,14942000.000
AmortizationOfIntangibleAssets,,,,,,,20600000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,40000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,16763000.000,,,,141300000.000
ComprehensiveIncomeNetOfTax,,,-21894000.000,-81844000.000,-36150000.000,-13655000.000,-3245000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,181000.000,382000.000,81000.000,995000.000,888000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-21713000.000,-81462000.000,-36069000.000,-12660000.000,-2357000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,44624000.000,,,,19349000.000
CostOfGoodsAndServicesSold,101059000.000,110668000.000,105010000.000,99307000.000,102908000.000,108675000.000,97646000.000
CostsAndExpenses,371082000.000,360632000.000,352705000.000,357112000.000,353828000.000,360656000.000,344874000.000
DeferredIncomeTaxExpenseBenefit,,,2504000.000,,,,-4428000.000
DefinedContributionPlanCostRecognized,,,,,,,2000000.000
DepreciationAndAmortization,194354000.000,193841000.000,186871000.000,188628000.000,191972000.000,197432000.000,187411000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,1044000.000,,,,-1211000.000
ForeignCurrencyTransactionGainLossBeforeTax,,,1044000.000,,,,-1211000.000
GainLossOnDerivativeInstrumentsNetPretax,-20522000.000,-5356000.000,-9858000.000,-15756000.000,-12037000.000,-2284000.000,-1865000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-46000.000,,,,-32000.000
GainsLossesOnExtinguishmentOfDebt,-157953000.000,,,-43383000.000,-3106000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-7646000.000
IncomeLossFromEquityMethodInvestments,,-20188000.000,,,,,
IncomeTaxExpenseBenefit,734000.000,-42678000.000,7204000.000,-6797000.000,-1517000.000,-18518000.000,-2038000.000
IncomeTaxesPaidNet,,,14012000.000,,,,15558000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-60704000.000,,,,-72936000.000
IncreaseDecreaseInDeferredRevenue,,,24308000.000,,,,1914000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-651000.000,,,,1351000.000
IncreaseDecreaseInPensionAndPostretirementObligations,,,-4924000.000,,,,-7585000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,15359000.000,,,,20241000.000
