,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,2000000.000,,,,-4000000.000,,,,6000000.000,,,,4000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,10000000.000,,,,8000000.000,,,,8000000.000,,,,6000000.000,,,,6000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,4000000.000,,,,7000000.000,,,,8000000.000,,,,4000000.000,,,,
AllocatedShareBasedCompensationExpense,10000000.000,9000000.000,10000000.000,9000000.000,8000000.000,10000000.000,16000000.000,10000000.000,8000000.000,7000000.000,9000000.000,7000000.000,6000000.000,10000000.000,8000000.000,8000000.000,6000000.000
AmortizationOfIntangibleAssets,104000000.000,107000000.000,113000000.000,107000000.000,111000000.000,112000000.000,113000000.000,116000000.000,120000000.000,113000000.000,108000000.000,113000000.000,114000000.000,115000000.000,116000000.000,118000000.000,116000000.000
AssetImpairmentCharges,,,6000000.000,,,,,,,,,,,,,,
CapitalLeasesIncomeStatementAmortizationExpense,4000000.000,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000,4000000.000,3000000.000,4000000.000,3000000.000,2000000.000,3000000.000,2000000.000,3000000.000,4000000.000,3000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-101000000.000,,,,101000000.000,,,,53000000.000,,,,34000000.000,,,,40000000.000
CashDividendsPaidToParentCompany,-244000000.000,,,,-286000000.000,,,,-59000000.000,,,,-234000000.000,,,,183000000.000
ComprehensiveIncomeNetOfTax,16000000.000,116000000.000,191000000.000,218000000.000,126000000.000,132000000.000,-14000000.000,172000000.000,14000000.000,140000000.000,146000000.000,227000000.000,148000000.000,151000000.000,102000000.000,119000000.000,145000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-1000000.000,7000000.000,11000000.000,3000000.000,12000000.000,10000000.000,1000000.000,3000000.000,8000000.000,6000000.000,11000000.000,8000000.000,15000000.000,20000000.000,11000000.000,-7000000.000,17000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,15000000.000,123000000.000,202000000.000,221000000.000,138000000.000,142000000.000,-13000000.000,175000000.000,22000000.000,146000000.000,157000000.000,235000000.000,163000000.000,171000000.000,113000000.000,112000000.000,162000000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,58000000.000,,,,
CostOfGoodsSold,1252000000.000,1227000000.000,1222000000.000,1764000000.000,1256000000.000,1250000000.000,1266000000.000,1775000000.000,1221000000.000,1234000000.000,1266000000.000,1807000000.000,1280000000.000,1285000000.000,1251000000.000,1724000000.000,1243000000.000
DebtIssuanceCosts,,,,,,,,,,,,,31000000.000,,,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,,,,,,,,,,,,27000000.000
DeferredIncomeTaxExpenseBenefit,-22000000.000,,,,-57000000.000,,,,-27000000.000,,,,-19000000.000,,,,-22000000.000
Depreciation,30000000.000,33000000.000,26000000.000,38000000.000,33000000.000,33000000.000,34000000.000,35000000.000,33000000.000,35000000.000,33000000.000,33000000.000,34000000.000,31000000.000,38000000.000,39000000.000,41000000.000
