,2011-12-31
AmortizationOfDebtDiscountPremium,3390000.000
AmortizationOfFinancingCosts,1462000.000
CapitalExpendituresIncurredButNotYetPaid,187000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,4125000.000
CasinoExpenses,263871000.000
CasinoRevenue,648442000.000
DeferredIncomeTaxExpenseBenefit,-981000.000
DepreciationAndAmortization,61745000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,0.000
FoodAndBeverageCostOfSales,71358000.000
FoodAndBeverageRevenue,148083000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,10143000.000
IncomeTaxExpenseBenefit,1738000.000
IncomeTaxesPaidNet,7514000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1817000.000
IncreaseDecreaseInAccountsReceivable,7092000.000
IncreaseDecreaseInIncomeTaxes,-5905000.000
IncreaseDecreaseInInventories,-84000.000
IncreaseDecreaseInOtherOperatingAssets,5362000.000
IncreaseDecreaseInOtherOperatingLiabilities,357000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-3860000.000
InsuranceRecoveries,356000.000
InterestExpense,84772000.000
InterestPaidNet,87872000.000
NetCashProvidedByUsedInFinancingActivities,-30051000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-30051000.000
NetCashProvidedByUsedInInvestingActivities,-32270000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-32270000.000
NetCashProvidedByUsedInOperatingActivities,66446000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,66446000.000
NetIncomeLoss,8405000.000
NetIncomeLossAllocatedToLimitedPartners,8405000.000
NonoperatingIncomeExpense,-84772000.000
OccupancyCosts,14535000.000
OccupancyRevenue,116537000.000
OperatingCostsAndExpenses,635359000.000
OperatingIncomeLoss,94915000.000
OtherOperatingActivitiesCashFlowStatement,1290000.000
PaymentsForProceedsFromOtherInvestingActivities,0.000
PaymentsOfDebtIssuanceCosts,1153000.000
PaymentsToAcquirePropertyPlantAndEquipment,32626000.000
PreOpeningCosts,229000.000
ProceedsFromInsuranceSettlementInvestingActivities,356000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,0.000
ProceedsFromLinesOfCredit,741300000.000
PromotionalAllowances,224246000.000
ProvisionForDoubtfulAccounts,3304000.000
RepaymentsOfLinesOfCredit,762000000.000
Revenues,730274000.000
SalesRevenueNet,730274000.000
SellingGeneralAndAdministrativeExpense,126941000.000
WriteOffOfDeferredDebtIssuanceCost,1029000.000
