,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
GeneralAndAdministrativeExpense,12237.000,8140.000,8144.000,4925.000,6960.000,118373.000,117202.000,116924.000,116613.000,8132.000,7515.000,8054.000,6472.000,2767.000
IncomeLossFromContinuingOperations,,-8140.000,-8144.000,-4925.000,-6960.000,-118373.000,-117202.000,-116924.000,-116613.000,,,,,
IncreaseDecreaseInOperatingLiabilities,,23.000,,,,-1852.000,,,,1507.000,,,,2017.000
IncreaseDecreaseInPrepaidExpense,,,,,,-11875.000,,,,3125.000,,,,
NetCashProvidedByUsedInFinancingActivities,,8117.000,,,,22100.000,,,,3500.000,,,,750.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,8117.000,,,,22100.000,,,,3500.000,,,,750.000
NetCashProvidedByUsedInOperatingActivities,,-8117.000,,,,-22100.000,,,,-3500.000,,,,-750.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-8117.000,,,,-22100.000,,,,-3500.000,,,,-750.000
NetIncomeLoss,-12237.000,-8140.000,-8144.000,-4925.000,-7760.000,-118373.000,-117202.000,-116924.000,-116613.000,-8132.000,,,,-2767.000
OperatingExpenses,12237.000,8140.000,8144.000,4925.000,6960.000,118373.000,117202.000,116924.000,116613.000,8132.000,7515.000,8054.000,6472.000,2767.000
OperatingIncomeLoss,-12237.000,,,,,,,,,-8132.000,-7515.000,-8054.000,-6472.000,-2767.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,8117.000,,,,22100.000,,,,3500.000,,,,750.000
ProceedsFromRelatedPartyDebt,,8117.000,,,,22100.000,,,,3500.000,,,,750.000
StockIssued1,,,,,,110000.000,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,440000.000,,,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,330000.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,54521000.000,54365000.000,54365000.000,54365000.000,-108730000.000,98365000.000,98365000.000,98365000.000,-196730000.000,98365000.000,96365000.000,96365000.000,-192730000.000,98365000.000
