,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1499.000,,,,-544.000,,,,5854.000,,-2368.000,,,,-2346.000,,,,-2108.000
CostsAndExpenses,6011.000,5700.000,11003.000,7107.000,3365.000,5012.000,10452.000,6234.000,4366.000,7390.000,10929.000,4515.000,10381.000,6550.000,5731.000,6525.000,10106.000,6557.000,13508.000,15830.000,13542.000
DebtInstrumentInterestRateDuringPeriod,,,,,,,0.050,,,,0.050,,0.050,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,511.000,3200.000,2095.000,757.000,3015.000,2412.000,1500.000,2234.000,1366.000,1890.000,1949.000,1515.000,2627.000,1300.000,1731.000,2025.000,2933.000,1307.000,10508.000,3080.000,3180.000
IncreaseDecreaseInAccruedLiabilities,,,9504.000,,,,9908.000,,,,6783.000,,7964.000,,,,7219.000,,,,11434.000
IncreaseDecreaseInBookOverdrafts,,,,,,,,,,,,,49.000,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,866.000,,,,1226.000,,,,1499.000,,1851.000,,,,2245.000,,,,2806.000
InterestExpense,-617.000,716.000,866.000,1061.000,1127.000,1166.000,1226.000,1292.000,1447.000,1506.000,1499.000,1758.000,1851.000,1932.000,2105.000,2269.000,2245.000,2409.000,2553.000,2749.000,2806.000
InterestIncomeRelatedParty,,,,,,,,109474.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,10000.000,,49.000,,,,541.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,10000.000,,49.000,,,,541.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,-1499.000,,,,-544.000,,,,-4146.000,,-2417.000,,,,-2887.000,,,,-2108.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1499.000,,,,-544.000,,,,-4146.000,,-2417.000,,,,-2887.000,,,,-2108.000
NetIncomeLoss,-6628.000,-6416.000,-11869.000,-8168.000,-4492.000,-6178.000,-11678.000,-7526.000,-5813.000,-8896.000,-12428.000,-6273.000,-12232.000,-8482.000,-7836.000,-8794.000,-12351.000,-8966.000,-16061.000,-18579.000,-16348.000
NonoperatingIncomeExpense,617.000,-716.000,-866.000,-1061.000,-1127.000,-1166.000,-1226.000,-1292.000,-1447.000,-1506.000,-1499.000,-1758.000,-1851.000,-1932.000,-2105.000,-2269.000,-2245.000,-2409.000,-2553.000,-2749.000,-2806.000
OperatingIncomeLoss,-6011.000,-5700.000,-11003.000,-7107.000,-3365.000,-5012.000,-10452.000,-6234.000,-4366.000,-7390.000,-10929.000,-4515.000,-10381.000,-6550.000,-5731.000,-6525.000,-10106.000,-6557.000,-13508.000,-15830.000,-13542.000
ProceedsFromRelatedPartyDebt,,,,,,,,,,,10000.000,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,,,,,,,,,,541.000,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,10000.000,,,,,,,,,,,,,
ProfessionalFees,5500.000,2500.000,8908.000,6650.000,350.000,2300.000,8952.000,4000.000,3000.000,5500.000,8980.000,3000.000,7754.000,5250.000,4000.000,4500.000,7173.000,5250.000,3000.000,12750.000,10362.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,12400000.000,12400000.000,12400000.000,12400000.000,12400000.000,-24800000.000,12400000.000,12400000.000,12400000.000,-24800000.000,12400000.000
