,2014-06-30
AmortizationOfDebtDiscountPremium,0.000
AmortizationOfFinancingCosts,524000.000
ComprehensiveIncomeNetOfTax,49267000.000
CostOfGoodsAndServicesSold,144496000.000
DistributedEarnings,51797000.000
GainLossOnPriceRiskDerivativesNet,0.000
GainsLossesOnExtinguishmentOfDebt,0.000
GeneralAndAdministrativeExpense,10622000.000
GrossProfit,67420000.000
IncomeLossAttributableToParent,49267000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,50351000.000
IncomeTaxExpenseBenefit,1084000.000
InterestExpense,6447000.000
InterestExpenseDebtExcludingAmortization,5713000.000
InvestmentIncomeInterest,4000.000
LineOfCreditFacilityCommitmentFeeAmount,214000.000
NetIncomeLossAllocatedToLimitedPartners,49267000.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.350
OperatingIncomeLoss,56798000.000
Revenues,211916000.000
SalesRevenueNet,211916000.000
UndistributedEarnings,-2530000.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,139295615.000
