,2011-06-30,2011-12-31,2012-03-31,2012-06-30
AdjustmentForAmortization,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-181477.000,,
CostOfGoodsSold,15560543.000,35547449.000,15839711.000,24154746.000
CostOfGoodsSoldDepreciation,,,,649095.000
CostOfGoodsSoldDirectLabor,,,,212798.000
CostOfGoodsSoldDirectMaterials,,,,22279255.000
CostOfGoodsSoldMaintenanceCosts,,,,374835.000
CostOfGoodsSoldOverhead,,,,132000.000
CostOfServicesDepreciation,10459.000,10460.000,10460.000,10459.000
Depreciation,,657572.000,,
EarningsPerShareBasicAndDiluted,-29.060,0.940,18.490,32.690
GeneralAndAdministrativeExpense,216285.000,395301.000,306089.000,312114.000
GrossProfit,102559.000,1061810.000,1218835.000,1547250.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-676272.000,,
IncreaseDecreaseInAccountsReceivable,,-109928.000,,
IncreaseDecreaseInDeferredRevenue,,1493864.000,,
IncreaseDecreaseInInventories,,-5557174.000,,
IncreaseDecreaseInOutstandingChecksFinancingActivities,,99237.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-241187.000,,
IncreaseDecreaseInRestrictedCash,,-160.000,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,4920954.000,,
InterestExpense,641091.000,631449.000,461028.000,406843.000
InterestPaid,,416135.000,,
NetCashProvidedByUsedInFinancingActivities,,-2644309.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2644309.000,,
NetCashProvidedByUsedInInvestingActivities,,-24362.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-24362.000,,
NetCashProvidedByUsedInOperatingActivities,,2487194.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2487194.000,,
NetIncomeLoss,-765128.000,24695.000,486856.000,860701.000
OperatingExpenses,226744.000,405761.000,316549.000,322573.000
OperatingIncomeLoss,-124185.000,656049.000,902286.000,1224677.000
OtherIncome,148.000,95.000,45598.000,42867.000
OtherNonoperatingIncomeExpense,-640943.000,-631354.000,-415430.000,-363976.000
ProceedsFromLinesOfCredit,,-2100000.000,,
PropertyPlantAndEquipmentAdditions,,-24522.000,,
RepaymentsOfLongTermDebt,,643546.000,,
Revenues,15663102.000,36609259.000,17058546.000,25701996.000
SalesRevenueNet,15662954.000,36609164.000,17012948.000,25659129.000
WeightedAverageNumberOfSharesOutstandingBasic,26331.000,26331.000,26331.000,26331.000
