,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsReceivableNet,1113493.000,1996311.000,3447702.000,5123325.000,8494352.000,10271465.000,7049457.000,5330775.000,5036660.000,6036676.000
Assets,243616725.000,275989432.000,266877685.000,248833159.000,231936545.000,203105913.000,162489186.000,143424442.000,128661946.000,109088620.000
CapitalUnitsOutstanding,,,,,253792.161,231763.293,188141.202,169968.106,156175.159,134706.490
Cash,17963524.000,6901861.000,2796107.000,6434441.000,1975419.000,517072.000,227966.000,342318.000,325831.000,310306.000
CustomerAdvancesAndDeposits,,6783545.000,2712500.000,6271500.000,1860000.000,375000.000,25000.000,125000.000,191000.000,125000.000
Liabilities,19329384.000,9106004.000,6407106.000,11676527.000,10543996.000,10818227.000,7277423.000,5673093.000,5362491.000,6346982.000
LiabilitiesAndStockholdersEquity,243616725.000,275989432.000,266877685.000,248833159.000,231936545.000,203105913.000,162489186.000,143424442.000,128661946.000,109088620.000
ManagementFeePayable,376006.000,448397.000,440039.000,302937.000,287390.000,253175.000,202827.000,178816.000,160382.000,135934.000
MembersEquity,224287341.000,266883428.000,260470579.000,237156632.000,221392549.000,192287686.000,155211763.000,137751349.000,123299455.000,102741638.000
PayablesToCustomers,,1386387.000,2839320.000,4670511.000,8061945.000,9884679.000,6779022.000,5063396.000,4792054.000,5824666.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,224287341.000,266883428.000,260470579.000,237156632.000,221392549.000,192287686.000,155211763.000,137751349.000,123299455.000,102741638.000
