,2011-09-30,2011-12-31,2012-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,762422.000,534524.000,774899.000
AdditionalPaidInCapital,1529687.000,1541027.000,1549228.000
Assets,409137379.000,416609878.000,420688158.000
AvailableForSaleSecurities,65958580.000,88001673.000,85235183.000
BankOwnedLifeInsurance,5914329.000,5973805.000,6032527.000
CashAndCashEquivalentsAtCarryingValue,98205181.000,99148053.000,111814625.000
CashAndDueFromBanks,8289295.000,13054299.000,8658466.000
CommonStockParOrStatedValuePerShare,1.250,1.250,1.250
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,3580797.000,3580797.000,3580797.000
CommonStockSharesOutstanding,3129388.000,3129388.000,3129388.000
CommonStockValue,4475996.000,4475996.000,4475996.000
Deposits,357613610.000,369871792.000,374189072.000
FederalFundsSold,2150000.000,2150000.000,2150000.000
FederalHomeLoanBankAdvancesLongTerm,5000000.000,5000000.000,5000000.000
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,64803395.000,,
InterestBearingDepositLiabilities,293542551.000,306258941.000,298267646.000
InterestBearingDepositsInBanks,87765886.000,83943754.000,101006159.000
Liabilities,365991439.000,376485223.000,380703510.000
LiabilitiesAndStockholdersEquity,409137379.000,416609878.000,420688158.000
LoansAndLeasesReceivableAllowance,8563900.000,6776601.000,6511814.000
LoansAndLeasesReceivableDeferredIncome,49205.000,45166.000,43476.000
LoansAndLeasesReceivableGrossCarryingAmount,214889850.000,202308311.000,192552313.000
LoansAndLeasesReceivableNetReportedAmount,206276745.000,195486544.000,185997023.000
NoninterestBearingDepositLiabilities,64071059.000,63612851.000,75921426.000
OtherAssets,6081549.000,3635630.000,3429062.000
OtherLiabilities,2329086.000,1613431.000,1514438.000
PropertyPlantAndEquipmentNet,11875560.000,11710593.000,11515253.000
RealEstateAcquiredThroughForeclosure,14825435.000,12653580.000,16664485.000
RetainedEarningsAccumulatedDeficit,45272296.000,42467569.000,42078986.000
StockholdersEquity,43145940.000,40124655.000,39984648.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,43145940.000,40124655.000,39984648.000
TreasuryStockShares,451409.000,451409.000,451409.000
TreasuryStockValue,8894461.000,8894461.000,8894461.000
