,2013-06-30,2013-09-30,2014-09-30,2015-02-28,2015-05-31,2016-05-31,2017-02-28,2017-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-167590.000,,,-63467.000,
CostOfGoodsSold,,,,,0.000,,,
DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,,,,,,,0.000,
DeconsolidationGainOrLossAmount,,,,,,,,312571.000
DepreciationAndAmortization,,,,3011.000,3011.000,3010.000,3011.000,3011.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.010,-0.000,-0.010,-0.010,-0.000
ExplorationExpenseMining,,,,146185.000,107485.000,16860.000,39886.000,78738.000
ExtraordinaryItemGainOrLossNetOfTaxAttributableToNoncontrollingInterest,,,,,,,39709.000,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,-168975.000,0.000,
GeneralAndAdministrativeExpense,8150.000,12600.000,2800.000,241653.000,265654.000,944458.000,908688.000,561462.000
GrossProfit,,,,,0.000,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,-39709.000,
IncomeLossFromContinuingOperations,-8150.000,-12600.000,-2800.000,,,,,
IncomeTaxExpenseBenefit,,,,-1600.000,-2450.000,,0.000,
IncomeTaxesPaid,,,,1600.000,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,610235.000,
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,,31589.000,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,23437.000,
IncreaseDecreaseInDueToOfficersAndStockholders,,,,,,,0.000,
IncreaseDecreaseInDueToOtherRelatedParties,,,,16000.000,16000.000,,,
IncreaseDecreaseInDueToRelatedParties,,,,30000.000,29000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,10676.000,
IncreaseDecreaseInPrepaidExpense,,,,9939.000,,,,
InterestExpense,,,,-12344.000,-12377.000,-45347.000,-16066.000,-14106.000
InterestPaid,,,,12344.000,,,0.000,
InvestmentIncomeNetAmortizationOfDiscountAndPremium,,,,,,,0.000,
LeaseAndRentalExpense,,,,5500.000,8000.000,,0.000,0.000
MarketingAndAdvertisingExpense,,,,10000.000,,,,
MineralExtractionProcessingAndMarketingCosts,,,,,,0.000,17888.000,57079.000
NetCashProvidedByUsedInFinancingActivities,,,,250000.000,,,0.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,250000.000,,,0.000,
NetCashProvidedByUsedInInvestingActivities,,,,-47121.000,,,70000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-47121.000,,,70000.000,
NetCashProvidedByUsedInOperatingActivities,,,,-370469.000,,,-133467.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,-370469.000,,,-133467.000,
NetIncomeLoss,-8150.000,-12600.000,-2800.000,-415008.000,-393670.000,-1177197.000,-939681.000,-155510.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,-39709.000,
OperatingExpenses,8150.000,12600.000,2800.000,390849.000,376150.000,964328.000,948585.000,643211.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,-899972.000,-155510.000
OtherCostAndExpenseOperating,,,,,,,,298474.000
OtherExpenses,,,,-10215.000,-2693.000,-214309.000,0.000,
OtherIncome,,,,,,,,9.000
OtherOperatingIncomeExpenseNet,,,,-24159.000,17520.000,13.000,-16066.000,
PaymentsForAdvanceToAffiliate,,,,,,,70000.000,
PaymentsForLegalSettlements,,,,,,,,35000.000
PaymentsToAcquireMineralRights,,,,50000.000,,,,
PaymentsToSuppliers,,,,,,,279700.000,
ProceedsFromCollaborators,,,,,,,,390829.000
ProceedsFromContributionsFromAffiliates,,,,,,,0.000,
ProceedsFromConvertibleDebt,,,,,,,0.000,
ProceedsFromIssuanceOrSaleOfEquity,,,,250000.000,,,,
ProceedsFromNotesPayable,,,,,,,0.000,
ProceedsFromOtherDebt,,,,,,216000.000,,
ProceedsFromPartnershipContribution,,,,,,62663.000,,
ProceedsFromRelatedPartyDebt,,,,,,,0.000,117000.000
ProfessionalAndContractServicesExpense,,,,30000.000,,,,
RepaymentsOfRelatedPartyDebt,,,,-2879.000,,,,
Revenues,,,,,,1440.000,24970.000,189227.000
SalesRevenueNet,,,,,,1440.000,24970.000,189218.000
ShareBasedCompensation,,,,,,,158855.000,
StockIssuedDuringPeriodSharesNewIssues,,,,86000.000,99756.000,,,
StockIssuedDuringPeriodValueNewIssues,,,,,449210.000,,,
TechnologyServicesCosts,,,,71759.000,97623.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,24400000.000,63755091.000,140694163.000,140928664.000,141347173.000,141347173.000
WeightedAverageNumberOfSharesOutstandingBasic,3050000.000,3050000.000,,,,,,
