,2012-09-30,2013-03-31,2013-06-30,2013-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-145172.000,,
ComprehensiveIncomeNetOfTax,,-197572.000,-2111112.000,-805373.000
ContractAdministrationExpense,4973.000,23246.000,90445.000,187475.000
CostOfGoodsAndServicesSold,,,40290.000,90204.000
Depreciation,,141.000,,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.050,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,-3995.000,,
ExplorationCosts,,,,0.000
GrossProfit,,,21905.000,98944.000
IncomeLossFromContinuingOperations,-7668.000,-193577.000,-2103366.000,-788437.000
IncomeTaxExpenseBenefit,,,,0.000
IncreaseDecreaseInAccountsPayable,,519632.000,,
IncreaseDecreaseInInterestPayableNet,,425.000,,
IncreaseDecreaseInPrepaidExpense,,-150.000,,
InterestAndOtherIncome,,,,3.000
InterestExpense,,,,434.000
InvestmentIncomeInterest,-380.000,-424.000,-545.000,
NetCashProvidedByUsedInFinancingActivities,,1491000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1491000.000,,
NetCashProvidedByUsedInInvestingActivities,,-750648.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-750648.000,,
NetCashProvidedByUsedInOperatingActivities,,-881529.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-881529.000,,
NetIncomeLoss,-7668.000,-193577.000,-2103366.000,-788437.000
NonoperatingIncomeExpense,-380.000,-424.000,-535.000,-431.000
OperatingExpenses,7288.000,193153.000,2124736.000,886950.000
OperatingIncomeLoss,-7288.000,-193153.000,-2102831.000,-788006.000
OperatingLeasesRentExpenseNet,,,,13923.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-3995.000,-7746.000,-16936.000
ProceedsFromIssuanceOfCommonStock,,1493000.000,,
ProceedsFromNotesPayable,,-2000.000,,
Revenues,,,62195.000,189148.000
SalariesAndWages,,,,181076.000
SalesRevenueNet,,,62195.000,189148.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,38003910.000,39497078.000,40174949.000
