,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccruedLiabilities,1368.000,3414.000,4300.000,5635.000
AdditionalPaidInCapital,2132.000,2132.000,2132.000,2132.000
Assets,,,1000.000,500.000
CommonStockValue,10151.000,10151.000,10151.000,10151.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-49764.000,-51810.000,-56043.000,-57878.000
DueToOfficersOrStockholders,36113.000,36113.000,40460.000,40460.000
LiabilitiesAndStockholdersEquity,,,1000.000,500.000
LiabilitiesCurrent,37481.000,39527.000,44760.000,46095.000
PrepaidExpense,,,1000.000,500.000
StockholdersEquity,-37481.000,-39527.000,-43760.000,-45595.000
