,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31
AmortizationOfFinancingCosts,,,134.000,834.000,,,,
CostsAndExpenses,131640.000,1472810.000,54657.000,26059.000,39018.000,8712.000,32000.000,14702.000
DebtInstrumentConvertibleInterestExpense,,,5936.000,5379.000,,,,
DerivativeGainOnDerivative,,,,,,8767.000,,
ExplorationAndProductionCosts,,,7149.000,,,,,
ExplorationCosts,,,7149.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-265.000,-80.000,-60.000,,,,
GainLossOnDispositionOfProperty,-103000.000,-1438750.000,,,,,,
GeneralAndAdministrativeExpense,1264.000,639.000,351.000,51.000,145604.000,8712.000,32000.000,14702.000
ImpairmentOfLongLivedAssetsHeldForUse,,1438750.000,,,,,,
IncomeLossFromContinuingOperations,-131640.000,-1472810.000,-69668.000,-56054.000,-121592.000,-1833.000,-23945.000,-25194.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsPerBasicShare,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,,,,,,,
IncomeTaxesPaid,,,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,4935.000,,,,5211.000,,
InterestExpense,,,156.000,756.000,,1888.000,1334.000,891.000
InterestPaid,,,,,,0.000,,
NetCashProvidedByUsedInFinancingActivities,,92625.000,,,,5389.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,92625.000,,,,5389.000,,
NetCashProvidedByUsedInInvestingActivities,,-60000.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-60000.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-29125.000,,,,-5389.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-29125.000,,,,-5389.000,,
NetIncomeLoss,-131640.000,-1472810.000,-69668.000,-56054.000,-121592.000,-1833.000,-23945.000,-25194.000
OperatingExpenses,,,15011.000,29995.000,,-6879.000,-8055.000,10492.000
PaymentsToAcquireMineralRights,,60000.000,,,,,,
ProceedsFromNotesPayable,,97625.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,-5000.000,,,,5389.000,,
ProfessionalFees,15085.000,9401.000,23236.000,2792.000,,,,
ProfitLoss,,-1472810.000,,,,-1833.000,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,24700.000,,
StockIssuedDuringPeriodValueAcquisitions,,1378750.000,,,,,,
UnrealizedGainLossOnDerivatives,,,-8785.000,-23026.000,,8767.000,9389.000,-9601.000
