,2011-12-31
AmortizationOfFinancingCostsAndDiscounts,8580000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-15354000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-4022000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,37670000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-17035000.000
CostOfReimbursableExpense,325363000.000
CostsAndExpenses,1717068000.000
DeferredIncomeTaxExpenseBenefit,-1615000.000
DepreciationAndAmortization,102999000.000
DerivativeGainLossOnDerivativeNet,135000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-32443000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,685000.000
EffectOfExchangeRateOnCashAndCashEquivalents,159000.000
GoodwillImpairmentLoss,183777000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-257952000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-248594000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-33128000.000
IncomeTaxExpenseBenefit,-9358000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-9575000.000
IncreaseDecreaseInAccountsReceivable,2007000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-1875000.000
IncreaseDecreaseInOtherOperatingCapitalNet,2230000.000
InterestExpense,85129000.000
InvestmentIncomeNet,798000.000
LaborAndRelatedExpense,695892000.000
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,-29000000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,2943000.000
NetCashProvidedByUsedInFinancingActivities,-29100000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-25078000.000
NetCashProvidedByUsedInInvestingActivities,-9056000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-46726000.000
NetCashProvidedByUsedInOperatingActivities,22643000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,39678000.000
NetIncomeLoss,-278393000.000
NetIncomeLossAttributableToNoncontrollingInterest,-3329000.000
NonoperatingIncomeExpense,-82593000.000
OperatingIncomeLoss,-175359000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,152000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-388000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,-221000.000
OtherNoncashIncomeExpense,-8959000.000
OtherNonoperatingIncomeExpense,1738000.000
PaymentsForProceedsFromOtherInvestingActivities,-859000.000
PaymentsOfDebtIssuanceCosts,2877000.000
PaymentsOfDividendsMinorityInterest,247000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,20827000.000
PaymentsToAcquireFinanceReceivables,2269000.000
PaymentsToAcquirePropertyPlantAndEquipment,30500000.000
ProfitLoss,-281722000.000
ProvisionForDoubtfulAccounts,1394000.000
ReimbursementRevenue,325363000.000
RepaymentsOfNotesPayable,681000.000
RepaymentsOfSeniorDebt,50273000.000
RestructuringCharges,28713000.000
Revenues,1541709000.000
SalesRevenueNet,1541709000.000
SalesRevenueServicesNet,1216346000.000
SellingGeneralAndAdministrativeExpense,380324000.000
StockIssuedDuringPeriodValueAcquisitions,1864000.000
StockIssuedDuringPeriodValueShareBasedCompensation,386000.000
