,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,-2141337.000,-1870078.000,-770493.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,42821.000,3377887.000,7008694.000
BusinessAcquisitionsProFormaNetIncomeLoss,,-119079.000,1247195.000
BusinessAcquisitionsProFormaRevenue,,8218045.000,34445574.000
BusinessCombinationAcquisitionRelatedCosts,,597327.000,2152938.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,4244.000,618623.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,6203341.000,22551234.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1539300.000,5009375.000,48317106.000
CostsAndExpenses,,5629963.000,20091156.000
DebtIssuanceCosts,,4000000.000,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,4800000.000
DepreciationAndAmortization,,746492.000,3184298.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,3685843.000,13111144.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,1000000.000,4700000.000
DividendsCash,,1014588.000,4732111.000
EarningsPerShareBasicAndDiluted,-4.160,-0.200,-0.010
GeneralAndAdministrativeExpense,143947.000,946228.000,2869290.000
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,,,1350571.000
IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,43052.000,3561.000,11305.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,34288.000,271992.000,1456349.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,150001.000,175260.000,
InterestExpense,,904302.000,2499238.000
InterestPaid,,719741.000,1650513.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,116.000,120.000
NetCashProvidedByUsedInFinancingActivities,2255908.000,32523297.000,157628955.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2255908.000,32523297.000,157628955.000
NetCashProvidedByUsedInInvestingActivities,-500000.000,-28211839.000,-112982860.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-500000.000,-28211839.000,-112982860.000
NetCashProvidedByUsedInOperatingActivities,-216608.000,697917.000,3671011.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-216608.000,697917.000,3671011.000
NetIncomeLoss,-143922.000,-340186.000,-113029.000
NetIncomeLossAttributableToNoncontrollingInterest,-25.000,-44.000,7.000
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,700000.000,11390870.000
OperatingExpenses,143947.000,,
OperatingIncomeLoss,,573378.000,2460078.000
OtherNonoperatingIncomeExpense,,-9306.000,-73862.000
OtherOperatingActivitiesCashFlowStatement,,13029.000,19334.000
PartnersCapitalAccountContributions,,,11400000.000
PartnersCapitalAccountUnitsContributed,,,228.000
PaymentsForDepositsOnRealEstateAcquisitions,500000.000,,
PaymentsForProceedsFromMortgageDeposits,,,68120.000
PaymentsForProceedsFromProductiveAssets,,27211839.000,112261759.000
PaymentsForRepurchaseOfCommonStock,,,343184.000
PaymentsOfDividendsCommonStock,,500246.000,2574371.000
PaymentsOfLoanCosts,,230000.000,1569187.000
PaymentsOfStockIssuanceCosts,188997.000,5042125.000,9151111.000
PaymentsToMinorityShareholders,,116.000,120.000
ProceedsFromIssuanceOfCommonStock,2442905.000,36240503.000,73903459.000
ProceedsFromMinorityShareholders,2000.000,0.000,11390870.000
ProceedsFromMortgageDeposits,,,88096000.000
ProceedsFromNotesPayable,,20200000.000,24200000.000
ProfitLoss,-143947.000,-340230.000,-113022.000
RealEstateAcquisitionsThroughForeclosures,,26900000.000,110400000.000
RealEstateImprovements,,1240343.000,2087298.000
RealEstateTaxExpense,,251400.000,926424.000
RepaymentsOfNotesPayable,,18144719.000,26255281.000
Revenues,,6203341.000,22551234.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,,731289.000,3130836.000
SalesRevenueNet,,6203341.000,22551234.000
StockIssued1,,326089.000,1762881.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,,326089.000,1762881.000
StockIssuedDuringPeriodValueNewIssues,2442905.000,36240503.000,73903459.000
StockRepurchasedAndRetiredDuringPeriodValue,,,343184.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,34605.000,1675534.000,7865348.000
