,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsNotesAndLoansReceivableNetCurrent,25000.000,25000.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,813288.000,887483.000,940326.000,894050.000,1002797.000,1070944.000,1333635.000,1409513.000,1448538.000,1589936.000
AccountsPayableCurrentAndNoncurrent,,,,,240000.000,268500.000,268500.000,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000,240000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,0.000
AccruedLiabilitiesCurrent,,,,,358563.000,358457.000,358104.000,297724.000,298215.000,394571.000,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,1429927.000,1516864.000,1567570.000,1721479.000
AccruedSalariesCurrent,,,,,,,,,332175.000,363289.000,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,90000.000,179999.000,269999.000,85499.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-337958.000,-373929.000,-355687.000,-337963.000,,,,,,
AdditionalPaidInCapital,,,33937610.000,34676164.000,,,,,,36168744.000,,,,
AdditionalPaidInCapitalCommonStock,33187770.000,33497584.000,,,34883516.000,34430863.000,34485337.000,34353095.000,35956153.000,,36425557.000,36443039.000,55897105.000,55912655.000
Assets,6473201.000,6328799.000,575351.000,554816.000,515758.000,380839.000,356145.000,338051.000,245535.000,273647.000,,,,
AssetsCurrent,289282.000,212125.000,182345.000,180160.000,177800.000,6910.000,458.000,88.000,,,,,,
Cash,,3080.000,2482.000,5160.000,2800.000,6910.000,458.000,88.000,221.000,0.000,,,,
CashAndCashEquivalentsAtCarryingValue,76055.000,3080.000,2482.000,5160.000,2800.000,6910.000,458.000,88.000,221.000,0.000,,0.000,,0.000
