,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccretionOfDiscount,,,,,,,,,,,,,,,,-261063.000,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,-1739.000,,,,,
CashPeriodIncreaseDecrease,,,,,,,-95.000,,-4053.000,,,,-32061.000,,,-117222.000,,,
CostOfGoodsSold,,,,,,,,,,,,,9689.000,12416.000,,11404.000,12373.000,29805.000,52475.000
Depreciation,,,,,,,,,,,,,,,165.000,,,,
DepreciationAndAmortization,,,,,,,,,,,,,,,,936.000,,,
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,,,,,,,-10672.000,,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,0.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,0.000,0.000,-0.000,-0.000,,,-0.010,,-0.010,-0.010,-0.000,-2.060
EquipmentExpense,,,,,,,,,,,,,-671.000,,,-16480.000,,,
GeneralAndAdministrativeExpense,,,,,,,,18258.000,16461.000,11550.000,8645.000,22343.000,47288.000,92770.000,,167349.000,154957.000,122512.000,159564.000
GrossProfit,,,,,,,,,,,,,6246.000,7198.000,,4308.000,5091.000,14684.000,-44065.000
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,-102072.000,,-221668.000,-180445.000,-135916.000,-232735.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-9101.000,-10499.000,-15375.000,-12195.000,-12195.000,,,-16258.000,-14461.000,-10050.000,-7145.000,-31343.000,-53042.000,-149347.000,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,-1123.000,,11408.000,,,,5507.000,,,36957.000,,,
IncreaseDecreaseInAccountsReceivable,-2982.000,0.000,0.000,,,,,,-1000.000,,,,-6303.000,,,-1379.000,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,10000.000,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,,,,,,-2052.000,,,-72096.000,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,,,,,,,,-20.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,-20500.000,,,35509.000,,,
InterestExpense,,,,,,,,,,,,,,-3392.000,,-6481.000,-7651.000,-7175.000,-7891.000
InvestmentIncomeInterest,,,,,,,,,,,,,,1184.000,,,,,
LeaseAndRentalExpense,,,,,,,,,,,,,,,1981.000,3694.000,3882.000,3882.000,3318.000
LegalFees,,,,,,,,1750.000,,,,,,,,,,,
MarketingExpense,,,,,,,,,,,,,,,,58627.000,30579.000,28088.000,29106.000
NetCashProvidedByUsedInFinancingActivities,0.000,0.000,2800.000,,,,1700.000,,,,,,45000.000,,,127500.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,0.000,2800.000,,,,1700.000,,,,,,45000.000,,,127500.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,-671.000,,,-16480.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,-671.000,,,-16480.000,,,
NetCashProvidedByUsedInOperatingActivities,-5151.000,-2249.000,-3625.000,,,,-1795.000,,-4053.000,,,,-76390.000,,,-228242.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5151.000,-2249.000,-3625.000,,,,-1795.000,,-4053.000,,,,-76390.000,,,-228242.000,,,
NetIncomeLoss,-9101.000,-10499.000,-15375.000,,,,-10672.000,-16258.000,-14461.000,-10050.000,-7145.000,-31343.000,-53042.000,-149347.000,,-489212.000,-489212.000,-287844.000,-251003.000
OperatingExpenses,,,,,,,10672.000,18258.000,16461.000,11550.000,8645.000,31343.000,59288.000,109270.000,,225976.000,185536.000,150600.000,188670.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,221668.000,,,
OtherExpenses,11901.000,13299.000,15375.000,12195.000,12195.000,,,,,,,,,,,,,,
OtherNoncashIncomeExpense,,,,,,,,,,,,,,-47275.000,,-267544.000,-169482.000,-151928.000,-157553.000
PartnersCapitalAccountContributions,,,,,,,1700.000,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,45000.000,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,,,,127500.000,,,
Revenues,2800.000,2800.000,0.000,0.000,0.000,,,2000.000,2000.000,1500.000,1500.000,,15935.000,19614.000,,15712.000,17464.000,44489.000,8410.000
SalesRevenueNet,2800.000,2800.000,0.000,0.000,0.000,,,2000.000,2000.000,1500.000,1500.000,,15935.000,19614.000,,15712.000,17464.000,44489.000,8410.000
ShareBasedCompensation,,,,,,,,,,,,,12000.000,16500.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,10145000.000,18145000.000,18145000.000,18145000.000,-36286154.000,18680714.000,18746707.000,,58994673.000,160873532.000,203282781.000,-422420989.000
WeightedAverageNumberOfSharesOutstandingBasic,2645000.000,2645000.000,2645000.000,2645000.000,2645000.000,-5290000.000,2645000.000,,,,,,,,,,,,
