,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetImpairmentCharges,,,0.000,,,
AssetRetirementObligationAccretionExpense,40700.000,42700.000,47800.000,40000.000,85600.000,69400.000
AssetRetirementObligationLiabilitiesSettled,,,-97800.000,,,
AssetRetirementObligationRevisionOfEstimate,118100.000,600.000,-155200.000,779600.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-977000.000,-218600.000,-50600.000,-353800.000,73900.000,
CashPeriodIncreaseDecrease,,,,,,223300.000
ComprehensiveIncomeNetOfTax,-4077600.000,-54202000.000,955500.000,1510500.000,-16266100.000,-40700.000
ContributionOfProperty,22800.000,,,,,
CostsAndExpenses,,60010000.000,6160400.000,4669700.000,18426600.000,1578700.000
DeferredFederalStateAndLocalTaxExpenseBenefit,,,,,0.000,0.000
DepletionOfOilAndGasProperties,10042400.000,7784600.000,2634400.000,1959400.000,1316500.000,444600.000
DerivativeGainLossOnDerivativeNet,,,,,304900.000,1500.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,208100.000,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,,14918600.000,21912600.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,,57590400.000,75650300.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts,,769700.000,,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts1,,,-451000.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,,30417500.000,42742000.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,,26403200.000,,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,,,-32457300.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesStandardizedMeasure,,15498900.000,20829400.000,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,16657300.000,6545000.000,,,,
GainLossOnFairValueHedgeIneffectivenessNet,,0.000,0.000,0.000,,
GainLossOnSaleOfDerivatives,,,,-183300.000,106100.000,-296600.000
GainLossOnSaleOfOilAndGasProperty,,,70100.000,,,
GainsLossesOnSalesOfAssets,,,70100.000,,,
GeneralAndAdministrativeExpense,134100.000,121900.000,126900.000,104100.000,106200.000,92900.000
GeneralPartnerDistributions,54600.000,0.000,,,,
GrossProfit,,5092400.000,4095200.000,3277900.000,693400.000,607100.000
ImpairmentOfLongLivedAssetsHeldForUse,3221300.000,50034100.000,270100.000,,,
ImpairmentOfOilAndGasProperties,3339200.000,50034100.000,270100.000,,15451500.000,42400.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,0.000,0.000
IncreaseDecreaseDueFromAffiliates,-2060500.000,,-45300.000,-665700.000,-437500.000,-64400.000
IncreaseDecreaseInAccountsReceivable,,-1548000.000,,,,
IncreaseDecreaseInAccruedLiabilities,6200.000,-284800.000,-113400.000,-6400.000,9900.000,2500.000
IncreaseDecreaseInDueToAffiliates,,,415600.000,-16000.000,,
InterestIncomeOperating,1000.000,300.000,,,,
MinorityInterestIncreaseFromStockIssuance,0.000,,,,,
NaturalGasProductionRevenue,13685000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,-16657300.000,-6545000.000,-4904200.000,-4704400.000,-1117200.000,-509100.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-16657300.000,-6545000.000,-4904200.000,-4704400.000,-1117200.000,-509100.000
NetCashProvidedByUsedInInvestingActivities,-21300.000,-25300.000,-440400.000,373900.000,3400.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-21300.000,-25300.000,-440400.000,373900.000,3400.000,
NetCashProvidedByUsedInOperatingActivities,15701600.000,6351700.000,5294000.000,3976700.000,1187700.000,732400.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,15701600.000,6351700.000,5294000.000,3976700.000,1187700.000,732400.000
NetIncomeLoss,247500.000,-51830000.000,1086100.000,876900.000,-15738700.000,-40700.000
NetIncomeLossAllocatedToGeneralPartners,1680100.000,-4132100.000,963100.000,725100.000,-1566500.000,76700.000
NetIncomeLossAllocatedToLimitedPartners,-1432600.000,-47697900.000,123000.000,151800.000,-14172200.000,-117400.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-117.000,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,10.000,12.000,-1154.000,-10.000
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,369000.000,,,
OilAndGasProductionExpense,4287300.000,3087300.000,3081200.000,2268700.000,1689600.000,929400.000
OilAndGasRevenue,17972300.000,8179700.000,7176400.000,5546600.000,2687900.000,1538000.000
OilAndGasSalesRevenue,,,,,2383000.000,1536500.000
OperatingCostsAndExpenses,17725800.000,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,-4325100.000,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,-2372000.000,-130600.000,,,
OtherComprehensiveIncomeLossNetOfTax,,,,633600.000,-527400.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,-138100.000,-221900.000,208100.000,
