,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccretionExpense,,,,,,,264000.000,-531000.000
AssetRetirementObligationAccretionExpense,109000.000,111000.000,128000.000,108000.000,116000.000,-251000.000,264000.000,267000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,-21000.000,44000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,-14183000.000,
DeferredIncomeTaxExpenseBenefit,33785000.000,49578000.000,196355000.000,,,,-30400000.000,
DepreciationDepletionAndAmortization,38979000.000,44617000.000,47672000.000,36306000.000,41055000.000,-23007000.000,40364000.000,52589000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,-6590000.000,-177884000.000,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,0.350,,,
ExplorationExpense,2304000.000,1105000.000,2016000.000,3031000.000,3251000.000,6377000.000,4362000.000,7300000.000
GainLossOnDispositionOfAssets,-8700000.000,,,,,,,
GainLossOnSaleOfCommodityContracts,,,,,-177884000.000,,,
GainsLossesOnSalesOfOtherAssets,,,291305000.000,,-115000.000,,,
GasGatheringTransportationMarketingAndProcessingCosts,19807000.000,22515000.000,27948000.000,27256000.000,32976000.000,2914000.000,40970000.000,48670000.000
GeneralAndAdministrativeExpense,8207000.000,7404000.000,9173000.000,10473000.000,11938000.000,13700000.000,12717000.000,13567000.000
ImpairmentOfOilAndGasProperties,782000.000,4834000.000,1036000.000,1538000.000,2407000.000,7089000.000,1556000.000,4803000.000
IncomeLossFromContinuingOperations,,,,-35983000.000,-127678000.000,,-47997000.000,131193000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,108408000.000,160656000.000,540586000.000,-52142000.000,-211764000.000,69825000.000,-78397000.000,214918000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-442104000.000,,,,
IncomeTaxExpenseBenefit,,,212855000.000,-16159000.000,-84086000.000,8619000.000,-30400000.000,83725000.000
IncreaseDecreaseInAccountsPayable,,,-2864000.000,,,,-1584000.000,
IncreaseDecreaseInAccountsReceivable,,,14061000.000,,,,10545000.000,
IncreaseDecreaseInAccruedLiabilities,,,8158000.000,,,,24290000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-313000.000,,,,-11711000.000,
InterestExpense,15606000.000,20608000.000,24370000.000,24223000.000,22453000.000,26464000.000,29928000.000,33468000.000
InterestPaid,,,-17288000.000,,,,-16160000.000,
LossesGainsOnSalesOfAssetsAndAssetImpairmentCharges,,,-291305000.000,,,,,
NaturalGasProductionRevenue,86695000.000,95969000.000,73686000.000,52531000.000,77212000.000,56314000.000,121946000.000,172332000.000
NetCashProvidedByUsedInContinuingOperations,,,3150000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-222040000.000,,,,423495000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-222040000.000,,,,423495000.000,
NetCashProvidedByUsedInInvestingActivities,,,124699000.000,,,,-547885000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,124699000.000,,,,-547885000.000,
NetCashProvidedByUsedInOperatingActivities,,,100491000.000,,,,110207000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,100491000.000,,,,110207000.000,
NetIncomeLoss,74623000.000,111078000.000,327731000.000,-478087000.000,-127678000.000,-7035000.000,-47997000.000,131193000.000
OilAndGasProductionExpense,7683000.000,7572000.000,8327000.000,5761000.000,3943000.000,-11788000.000,1071000.000,1454000.000
OperatingExpenses,90680000.000,93508000.000,101876000.000,88876000.000,101083000.000,-132000.000,109923000.000,138758000.000
OperatingIncomeLoss,124014000.000,181264000.000,564956000.000,-27919000.000,-189311000.000,96289000.000,-48469000.000,248386000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,0.000,
OtherNoncashExpense,,,1271000.000,,,,1387000.000,
OtherNonoperatingIncomeExpense,-15606000.000,-20608000.000,-24370000.000,,-22453000.000,,,
PaymentsOfFinancingCosts,,,,,,,3014000.000,
PaymentsToAcquireOilAndGasProperty,,,64181000.000,,,,148972000.000,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,270000.000,,,,721000.000,
PaymentsToExploreAndDevelopOilAndGasProperties,,,164288000.000,,,,343985000.000,
ProceedsFromIssuanceOfUnsecuredDebt,,,,,,,231750000.000,
ProceedsFromLongTermLinesOfCredit,,,-222000000.000,,,,187000000.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,-40000.000,,,,7759000.000,
ProceedsFromSaleOfProductiveAssets,,,376805000.000,,,,,
ProductionTaxExpense,4109000.000,5350000.000,5576000.000,4403000.000,5397000.000,4834000.000,8619000.000,10108000.000
ProfitLoss,74623000.000,111078000.000,,,,,-47997000.000,
Revenues,214694000.000,274772000.000,666832000.000,60957000.000,-88228000.000,96157000.000,61454000.000,387144000.000
SalesRevenueNet,214694000.000,274772000.000,666832000.000,60957000.000,-88228000.000,96157000.000,61454000.000,387144000.000
UnrealizedGainLossOnCommodityContracts,97814000.000,140195000.000,202963000.000,-69576000.000,-236536000.000,104204000.000,-120072000.000,181337000.000
UnrealizedGainLossOnDerivatives,2165000.000,,,,,,,
UnrealizedGainLossOnDerivativesAndCommodityContracts,,,202963000.000,,,,-120072000.000,
