,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1758.000,2477.000,7068.000,4480.000,2591.000,3137.000,6447.000,10878.000,4174.000,3520.000
Assets,2983786.000,2957258.000,2926309.000,2871651.000,2838873.000,2799826.000,2752631.000,2689260.000,2012766.000,1988504.000
CashAndCashEquivalentsAtCarryingValue,1363569.000,1704521.000,1691184.000,1646911.000,1606399.000,1608166.000,1548502.000,1198561.000,1116400.000,1968668.000
DueFromJointVentures,35658.000,13621.000,0.000,,30277.000,32610.000,,,,
DueToRelatedPartiesCurrentAndNoncurrent,6018.000,5924.000,6084.000,3778.000,4253.000,5025.000,4924.000,1455.000,3399.000,3188.000
EquityMethodInvestments,,1236672.000,1230659.000,1220597.000,1193553.000,1154907.000,1197485.000,1486852.000,892527.000,0.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,1582115.000,,,,,,,,,
Liabilities,7776.000,8401.000,13152.000,8258.000,6844.000,8162.000,11371.000,12333.000,7573.000,6708.000
LiabilitiesAndStockholdersEquity,2983786.000,2957258.000,2926309.000,2871651.000,2838873.000,2799826.000,2752631.000,2689260.000,2012766.000,1988504.000
OtherAssets,2444.000,2444.000,4466.000,4143.000,8644.000,4143.000,6644.000,3847.000,3839.000,19836.000
PartnersCapital,2976010.000,2948857.000,2913157.000,2863393.000,2832029.000,2791664.000,2741260.000,2676927.000,2005193.000,1981796.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2976010.000,2948857.000,2913157.000,2863393.000,2832029.000,2791664.000,2741260.000,2676927.000,2005193.000,1981796.000
