,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30
AmortizationOfFinancingCostsAndDiscounts,,,93000.000,,350000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,353086.000,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,-4000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-442000.000,,-62000.000,
ComprehensiveIncomeNetOfTax,-1161000.000,-1348000.000,-969000.000,-1453000.000,-1656000.000,-2256000.000
CostOfGoodsAndServicesSold,352000.000,431000.000,416000.000,448000.000,394000.000,366000.000
CostOfGoodsAndServicesSoldOverhead,124000.000,114000.000,127000.000,194000.000,194000.000,198000.000
CostOfGoodsSold,810000.000,898000.000,829000.000,1031000.000,1024000.000,999000.000
CostOfGoodsSoldDepreciationAndAmortization,334000.000,353000.000,286000.000,389000.000,436000.000,435000.000
DebtConversionConvertedInstrumentAmount1,,,,,968000.000,
Depreciation,,,,,,487000.000
DepreciationAndAmortization,,,,443000.000,488000.000,
DepreciationDepletionAndAmortization,,,339000.000,,488000.000,
DerivativeGainOnDerivative,,-11000.000,83000.000,23000.000,234000.000,104000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,83000.000,,-234000.000,
DividendsCommonStock,,,103000.000,,,
EarningsPerShareBasic,,,-0.400,-0.390,-0.240,-0.240
EarningsPerShareBasicAndDiluted,0.000,-0.900,,,,
EarningsPerShareDiluted,,,-0.400,-0.390,-0.240,-0.240
EntityWideRevenueMajorCustomerPercentage,,,,,0.430,
GainLossOnSaleOfOtherAssets,10000.000,2000.000,,,11000.000,13000.000
GainsLossesOnSalesOfAssets,,,,,-11000.000,
GrossProfit,501000.000,433000.000,819000.000,977000.000,889000.000,564000.000
IncomeLossFromContinuingOperations,-1158000.000,-1339000.000,-960000.000,-1443000.000,-1653000.000,-2260000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.000,-0.890,-0.400,-0.390,-0.240,-0.240
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.400,-0.390,-0.240,-0.240
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,0.000,,,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicShare,,,,,,-0.240
IncomeLossFromExtraordinaryItemsNetOfTaxPerDilutedShare,,,,,,-0.240
IncreaseDecreaseInAccountsAndOtherReceivables,,,26000.000,,-18000.000,
IncreaseDecreaseInAccountsPayable,,,26000.000,,-201000.000,
IncreaseDecreaseInAccountsReceivable,,,147000.000,,-18000.000,
IncreaseDecreaseInAccruedLiabilities,,,117000.000,,-294000.000,
IncreaseDecreaseInDeferredLiabilities,,,-2000.000,,-6000.000,
IncreaseDecreaseInInventories,,,80000.000,,-14000.000,
IncreaseDecreaseInOperatingAssets,,,-354000.000,,544000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-33000.000,,-1000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-117000.000,,-9000.000,
InterestExpense,168000.000,194000.000,359000.000,472000.000,758000.000,1030000.000
InterestPaid,,,173000.000,,87000.000,
LeaseAndRentalExpense,,,,,299000.000,
NetCashProvidedByUsedInFinancingActivities,,,657000.000,,1114000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,657000.000,,1114000.000,
NetCashProvidedByUsedInInvestingActivities,,,-493000.000,,-67000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-493000.000,,-67000.000,
NetCashProvidedByUsedInOperatingActivities,,,-606000.000,,-1109000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-606000.000,,-1109000.000,
NetIncomeLoss,-1158000.000,-1339000.000,-965000.000,-1452000.000,-1656000.000,-2256000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,5000.000,9000.000,3000.000,-4000.000
NetIncomeLossAttributableToParentDiluted,,,,,-1656000.000,-2256000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,-1653000.000,-2260000.000
OperatingExpenses,1493000.000,1569000.000,1503000.000,1971000.000,2018000.000,1911000.000
OperatingIncomeLoss,-992000.000,-1136000.000,-684000.000,-994000.000,-1129000.000,-1347000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-3000.000,-9000.000,,,,
OtherComprehensiveIncomeOtherNetOfTax,,,-4000.000,-1000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-3000.000,-9000.000,-4000.000,-1000.000,,
OtherDepreciationAndAmortization,62000.000,61000.000,53000.000,54000.000,52000.000,52000.000
OtherNonoperatingIncome,-166000.000,-203000.000,-276000.000,-449000.000,-524000.000,-913000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,526000.000,,85000.000,
ProceedsFromIssuanceOfLongTermDebt,,,560000.000,,1200000.000,
ProceedsFromLinesOfCredit,,,137000.000,,566000.000,
ProceedsFromSaleOfOtherAssets,,,,,17000.000,
ProfitLoss,,,-960000.000,-1443000.000,-1653000.000,-2260000.000
ProvisionForDoubtfulAccounts,,,,,1000.000,
RepaymentsOfLongTermCapitalLeaseObligations,,,37000.000,,34000.000,
RepaymentsOfLongTermDebt,,,3000.000,,618000.000,
Revenues,1311000.000,1331000.000,1648000.000,2008000.000,1913000.000,1563000.000
SalesRevenueGoodsGross,,,,,1913000.000,
SalesRevenueGoodsNet,98000.000,36000.000,107000.000,6000.000,11000.000,
SalesRevenueNet,1311000.000,1331000.000,1648000.000,2008000.000,1913000.000,1563000.000
SalesRevenueServicesNet,1213000.000,1295000.000,1541000.000,2002000.000,1902000.000,1563000.000
SellingGeneralAndAdministrativeExpense,1431000.000,1508000.000,1450000.000,1917000.000,1977000.000,1859000.000
ShareBasedGoodsAndNonemployeeServicesTransactionCashFlowEffects,,,,,496000.000,
StockIssuedDuringPeriodSharesNewIssues,,,,,288420.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,130000.000,,,
StockIssuedDuringPeriodValueOther,,,500000.000,,,
StockIssuedDuringPeriodValueStockDividend,,,103000.000,,,
UnrealizedGainLossOnInvestments,-8000.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,3718.000,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,3718.000,,
