,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,82.000,
AmortizationOfDebtDiscountPremium,,,2232.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,1001097.000,-993021.000
CostsIncurredAcquisitionOfOilAndGasProperties,,,-3056284.000
DepreciationAndAmortization,,-2239.000,
EarningsPerShareBasicAndDiluted,,-0.030,0.020
ExplorationExpense,,,2088.000
GeneralAndAdministrativeExpense,,-319230.000,317107.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-618695.000,363901.000
IncreaseDecreaseInAccountsPayable,,-1341837.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-916848.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,384253.000
IncreaseDecreaseInAccountsReceivable,,,-678877.000
InterestExpense,,8579.000,-42339.000
InterestPaid,,6340.000,
LeaseOperatingExpense,,,66094.000
NetCashProvidedByUsedInFinancingActivities,,4307700.000,3113652.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4307700.000,3113652.000
NetCashProvidedByUsedInInvestingActivities,,-4031984.000,-3425068.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-4031984.000,-3425068.000
NetCashProvidedByUsedInOperatingActivities,,725381.000,-681606.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,725381.000,-681606.000
NetIncomeLoss,,-618695.000,363901.000
OilAndGasRevenue,,,957494.000
OperatingExpenses,,,549022.000
OperatingIncomeLoss,,-610117.000,408472.000
OtherExpenses,,,44570.000
PaymentsToExploreAndDevelopOilAndGasProperties,,,-368784.000
ProceedsFromIssuanceOfCommonStock,,59.000,
ProceedsFromMinorityShareholders,,17641.000,
ProceedsFromNotesPayable,,125000.000,3113652.000
ProceedsFromRelatedPartyDebt,,4970000.000,
ProfessionalAndContractServicesExpense,,-290887.000,
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,,,163733.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,20868795.000,21290000.000
