,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-62000.000,,,,-61000.000
AmortizationOfFinancingCosts,,,56000.000,,,,121000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-10759000.000,,,,271000.000
CostOfServicesMaintenanceCosts,,7715000.000,8645000.000,8504000.000,8564000.000,8498000.000,8531000.000
CostsAndExpenses,,,11071000.000,11043000.000,11474000.000,10693000.000,10997000.000
DeferredIncomeTaxExpenseBenefit,,,1000.000,,,,
Depreciation,635000.000,,,,,,
DepreciationAndAmortization,,1633000.000,1217000.000,1488000.000,1515000.000,1427000.000,1254000.000
DepreciationDepletionAndAmortization,,,1217000.000,,,,1254000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,12975000.000,13136000.000,13298000.000,13629000.000,13959000.000,14278000.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,0.405,0.410,0.420,,0.430
EffectiveIncomeTaxRateContinuingOperations,0.372,0.000,0.014,,,,
GeneralAndAdministrativeExpense,403000.000,1032000.000,1209000.000,1051000.000,1395000.000,768000.000,
IncomeLossAttributableToParent,,10879000.000,12182000.000,13982000.000,14199000.000,16442000.000,14977000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,921000.000,10879000.000,12355000.000,14061000.000,14251000.000,16362000.000,15024000.000
IncomeTaxExpenseBenefit,343000.000,,173000.000,79000.000,52000.000,-80000.000,47000.000
IncomeTaxesPaidNet,,,176000.000,,,,95000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1884000.000,,,,-316000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,-861000.000,,,,824000.000
IncreaseDecreaseInAccountsReceivable,,,339000.000,,,,-555000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,-2889000.000,,,,377000.000
IncreaseDecreaseInOtherDeferredLiability,,,264000.000,,,,15000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,93000.000,,,,-8000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-220000.000,,,,457000.000
InterestCostsCapitalized,0.000,0.000,0.000,0.000,0.000,0.000,0.000
InterestExpense,34000.000,173000.000,384000.000,410000.000,501000.000,1250000.000,1228000.000
InterestPaid,,,282000.000,,,,1120000.000
InvestmentIncomeInterest,20000.000,22000.000,21000.000,21000.000,21000.000,20000.000,20000.000
MaintenanceCosts,1472000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,37941000.000,,,,-16453000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,37941000.000,,,,-16453000.000
NetCashProvidedByUsedInInvestingActivities,,,-62399000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-62399000.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,13699000.000,,,,16724000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,13699000.000,,,,16724000.000
NetIncomeLoss,549000.000,10879000.000,12182000.000,13982000.000,14199000.000,16442000.000,14977000.000
NetIncomeLossAttributableToNoncontrollingInterest,29000.000,,,,,,
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,,,,186000.000
NonoperatingIncomeExpense,-14000.000,-151000.000,-363000.000,-389000.000,-480000.000,-1230000.000,-1208000.000
OperatingExpenses,2510000.000,10380000.000,,,,,
OperatingIncomeLoss,935000.000,11030000.000,12718000.000,14450000.000,14731000.000,17592000.000,16232000.000
OperatingLeasesRentExpenseNet,92000.000,5400000.000,6500000.000,6100000.000,6100000.000,6100000.000,5800000.000
PartnersCapitalAccountAcquisitions,,,-62312000.000,,,,
PartnersCapitalAccountDistributions,,155300000.000,,,,,
PartnersCapitalAccountUnitBasedCompensation,,27000.000,-17000.000,,,,59000.000
PartnersCapitalAccountUnitsUnitbasedCompensation,,10089.000,,,,,
PaymentsOfDistributionsToAffiliates,,,13057000.000,,,,13953000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,62312000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,87000.000,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,56000000.000,,,,14200000.000
ProfitLoss,578000.000,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,176000.000,700000.000,900000.000,900000.000,900000.000,1000000.000,1000000.000
RepaymentsOfLongTermLinesOfCredit,,,5000000.000,,,,16700000.000
RevenueFromRelatedParties,,19247000.000,21768000.000,23538000.000,24139000.000,26025000.000,25757000.000
Revenues,3445000.000,21410000.000,23789000.000,25493000.000,26205000.000,28285000.000,27229000.000
SalesRevenueNet,3445000.000,21410000.000,23789000.000,25493000.000,26205000.000,28285000.000,27229000.000
SellingGeneralAndAdministrativeExpense,,,,,,,1212000.000
ShareBasedCompensation,,,-15000.000,,,,59000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,5333.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,14.930,,,,
