,2011-10-31
ComprehensiveIncomeNetOfTax,-78680.000
EarningsPerShareBasicAndDiluted,0.000
ForeignCurrencyTransactionGainLossBeforeTax,1320.000
GeneralAndAdministrativeExpense,119775.000
GrossProfit,97706.000
IncomeLossFromContinuingOperations,-74528.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-74528.000
IncomeTaxExpenseBenefit,5472.000
NetIncomeLoss,-80000.000
OperatingExpenses,172234.000
SalesRevenueGoodsGross,97706.000
SellingExpense,52459.000
WeightedAverageNumberOfSharesIssuedBasic,17200000.000
