,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTax,-247947.000,-419830.000
DepreciationAndAmortization,8089.000,10183.000
DevelopmentStageEnterpriseCumulativeRevenue,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,667.000,3207.000
ForeignCurrencyTransactionGainLossUnrealized,-84521.000,-132722.000
GeneralAndAdministrativeExpense,128853.000,203229.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-106894.000,-196181.000
IncomeTaxExpenseBenefit,0.000,0.000
InterestIncomeExpenseNet,712.000,506.000
MarketableSecuritiesRealizedGainLoss,-65738.000,-49185.000
MarketableSecuritiesUnrealizedGainLoss,-56532.000,-90927.000
NetIncomeLoss,-106894.000,-196181.000
NonoperatingIncomeExpense,-64359.000,-45472.000
OfficersCompensation,25309.000,26056.000
OperatingExpenses,171253.000,241653.000
OperatingIncomeLoss,-171253.000,-241653.000
ResearchAndDevelopmentExpense,0.000,0.000
SellingAndMarketingExpense,9002.000,2185.000
