,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-183000.000,,,,-347000.000,,,,-162000.000,,
ComprehensiveIncomeNetOfTax,1782000.000,1142000.000,999000.000,,,359000.000,1464000.000,,801000.000,1390000.000,-173000.000
CostOfGoodsSold,-8618000.000,-8280000.000,-10926000.000,-11825000.000,-11165000.000,8641000.000,7400000.000,-42236000.000,-10256000.000,-11192000.000,-11727000.000
CostOfRevenue,,,-10926000.000,,-11165000.000,8641000.000,7400000.000,-42236000.000,-10256000.000,-11192000.000,-11727000.000
DebtInstrumentPeriodicPaymentPrincipal,-106000.000,,,,,,,,,,
DepreciationAndAmortization,260000.000,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,279000.000,,,,331000.000,,
EarningsPerShareBasicAndDiluted,0.070,0.080,0.030,-0.040,0.070,0.020,0.020,-0.020,0.040,0.050,0.050
EffectOfExchangeRateOnCashAndCashEquivalents,81000.000,,,,-157000.000,,,,-18000.000,,
GrossProfit,2333000.000,2575000.000,1801000.000,1251000.000,2379000.000,1671000.000,1608000.000,1217000.000,2099000.000,2465000.000,2673000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1213000.000,1450000.000,503000.000,-810000.000,1242000.000,353000.000,326000.000,-610000.000,680000.000,860000.000,964000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,503000.000,,1242000.000,,,,,,
IncomeTaxExpenseBenefit,,,,,,,,,-5000.000,,
IncreaseDecreaseInAccountsPayable,-656000.000,,,,-4902000.000,,,,-316000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-325000.000,,,,,,,,-727000.000,,
IncreaseDecreaseInAccountsReceivable,,,,,1051000.000,,,,,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,-98000.000,,,,-136000.000,,
IncreaseDecreaseInDeferredRevenue,-564000.000,,,,-2434000.000,,,,-1117000.000,,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,358000.000,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,-47000.000,,,,,,,,,,
IncreaseDecreaseInInventories,406000.000,,,,2658000.000,,,,-1923000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,-625000.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,71000.000,,,,150000.000,,,,305000.000,,
IncreaseDecreaseInReceivables,-1741000.000,,,,,,,,-646000.000,,
InterestExpense,-39000.000,-31000.000,-28000.000,-33000.000,-5000.000,48000.000,-23000.000,-121000.000,-6000.000,-10000.000,-10000.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,1000.000,
InvestmentIncomeInterest,1000.000,1000.000,1000.000,1000.000,4000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,905000.000,,,,2492000.000,,,,3515000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,905000.000,,,,2492000.000,,,,3515000.000,,
NetCashProvidedByUsedInInvestingActivities,-144000.000,,,,-3000.000,,,,-115000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-144000.000,,,,-3000.000,,,,-115000.000,,
NetCashProvidedByUsedInOperatingActivities,-1025000.000,,,,-2679000.000,,,,-3544000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1025000.000,,,,-2679000.000,,,,-3544000.000,,
NetIncomeLoss,1213000.000,1450000.000,503000.000,-627000.000,1242000.000,353000.000,326000.000,-303000.000,685000.000,860000.000,964000.000
OperatingExpenses,,,,,,,,,1631000.000,1816000.000,1703000.000
OperatingIncomeLoss,1000000.000,1233000.000,,,,205000.000,156000.000,,468000.000,649000.000,970000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,569000.000,-308000.000,496000.000,-350000.000,-837000.000,6000.000,1138000.000,422000.000,116000.000,530000.000,-1137000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,405000.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,-144000.000,,,,-3000.000,,,,-115000.000,,
ProceedsFromRepaymentsOfDebt,,,,,,,,,-48000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,2554000.000,,,,3559000.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,4000.000,,
ProfitLoss,1213000.000,,,,1242000.000,,,,685000.000,,
RentalIncomeNonoperating,251000.000,247000.000,199000.000,203000.000,190000.000,195000.000,193000.000,204000.000,217000.000,220000.000,4000.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,,,-62000.000,,,,,,
Revenues,,,12727000.000,,13544000.000,10312000.000,9008000.000,11371000.000,12355000.000,13657000.000,14400000.000
SalesRevenueGoodsNet,10951000.000,10855000.000,12727000.000,13076000.000,13544000.000,10312000.000,9008000.000,11371000.000,12355000.000,13657000.000,14400000.000
SalesRevenueNet,,,12727000.000,,13544000.000,10312000.000,9008000.000,11371000.000,12355000.000,13657000.000,14400000.000
SellingGeneralAndAdministrativeExpense,1333000.000,1342000.000,1470000.000,2232000.000,1323000.000,1466000.000,1452000.000,2007000.000,1631000.000,1816000.000,1703000.000
