,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,5468823.000,6066730.000,5133835.000,7523788.000,4621683.000,6808524.000,7159566.000,8567798.000,11780321.000,12003387.000,10878167.000,16597409.000,12662933.000,8968199.000,9311907.000,7467683.000,7153195.000,7032147.000,9106315.000
AccountsReceivableNetCurrent,7378067.000,6738138.000,7744377.000,7866576.000,6229266.000,7807846.000,6403741.000,10088042.000,9038384.000,10414541.000,6457775.000,10954760.000,6757924.000,7656456.000,7053716.000,10715015.000,9477862.000,10051326.000,10302421.000
AccruedSalariesCurrent,158421.000,153841.000,193884.000,162000.000,142944.000,147722.000,145647.000,150704.000,116624.000,122309.000,131958.000,125023.000,128989.000,139274.000,117923.000,112705.000,110904.000,110477.000,133752.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4763182.000,5174239.000,5426393.000,5693864.000,5648859.000,5745728.000,5933295.000,6452437.000,6624722.000,6810734.000,6521306.000,6551848.000,6550485.000,6611234.000,6763863.000,6835499.000,5422811.000,4849974.000,5134011.000
AdditionalPaidInCapital,14322874.000,14323569.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,14332392.000,14333408.000,14335440.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000,14336456.000
AdvancesOnInventoryPurchases,9549621.000,10693492.000,10042214.000,7860571.000,10852070.000,15141398.000,12824363.000,13513886.000,15622158.000,26453255.000,30506064.000,18229257.000,18444718.000,23529482.000,26032994.000,33648905.000,27601705.000,19402658.000,19340553.000
AllowanceForDoubtfulAccountsReceivableCurrent,242166.000,278601.000,121017.000,146055.000,792893.000,850123.000,928660.000,997763.000,881557.000,960182.000,1049862.000,1294461.000,1587592.000,,,,,,
Assets,75352665.000,73857626.000,77732980.000,78943072.000,75501368.000,77498935.000,76407152.000,84718688.000,86730721.000,98871645.000,100884368.000,128971913.000,125515461.000,129145865.000,123231505.000,120677082.000,114543937.000,91492243.000,83303755.000
AssetsCurrent,31247567.000,30424284.000,32009158.000,32422689.000,33287288.000,39472537.000,38736169.000,47630441.000,50480634.000,63218002.000,66287541.000,76710101.000,74350357.000,75688942.000,77000527.000,76074891.000,72254029.000,49175786.000,46519482.000
