,2012-02-21,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,32500000.000,-2000000.000,243000000.000
DeferredIncomeTaxExpenseBenefit,5600000.000,-3000000.000,182000000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberUnitDistribution,,,7565200.000
DistributionMadeToMemberOrLimitedPartnerShareDistribution,,6488946.000,
DistributionMadeToMemberOrLimitedPartnerShareDistributionDilutionPerShare,,4.850,
EarningsPerShareBasicAndDiluted,0.140,-0.190,2.160
EffectiveIncomeTaxRateContinuingOperations,0.299,0.148,0.413
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.063,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.012,0.015,0.013
IncomeLossFromEquityMethodInvestments,18700000.000,,
IncomeTaxExpenseBenefit,5600000.000,-3000000.000,182000000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,6500000.000,-8000000.000,154000000.000
IncomeTaxReconciliationOtherAdjustments,-1100000.000,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,200000.000,0.000,6000000.000
IncreaseDecreaseInAccountsPayableTrade,0.000,1000000.000,-1000000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,-600000.000,2000000.000,-2000000.000
IncreaseDecreaseInOtherCurrentAssets,,0.000,1000000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,0.000
IncreaseDecreaseInOtherOperatingAssets,0.000,,
IncreaseDecreaseInOtherOperatingLiabilities,-600000.000,1000000.000,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,0.143,,
NetCashProvidedByUsedInFinancingActivities,0.000,727000000.000,210000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,727000000.000,210000000.000
NetCashProvidedByUsedInInvestingActivities,0.000,-727000000.000,-210000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,-727000000.000,-210000000.000
NetCashProvidedByUsedInOperatingActivities,0.000,0.000,0.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,0.000,0.000
NetIncomeLoss,13100000.000,-20000000.000,258000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-3400000.000,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,-1900000.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-4500000.000,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,-2600000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,5000000.000,-15000000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,3000000.000,-8000000.000
OtherComprehensiveIncomeLossNetOfTax,,18000000.000,-15000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,19400000.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,-1000000.000,-5000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,-1000000.000,-2000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,-2000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,-1000000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,-1000000.000,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,25900000.000,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,14700000.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,1400000.000,13000000.000,-7000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,800000.000,7000000.000,-3000000.000
PaymentsToAcquireEquityMethodInvestments,0.000,,
ProceedsFromIssuanceOfCommonStock,0.000,727000000.000,210000000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,105000000.000,120000000.000
