,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesExpense,,,25000.000,26147.000,25000.000,8521.000
AssetManagementFees,,56850.000,,,,
CostsAndExpenses,3309648.000,1812396.000,1342957.000,960864.000,859495.000,576042.000
DerivativeGainLossOnDerivativeNet,,,0.000,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,0.000,,,,
DividendIncomeOperating,323141.000,216827.000,120775.000,83095.000,33653.000,30498.000
FloorBrokerageExchangeAndClearanceFees,190394.000,0.000,0.000,,,
GainLossOnInvestments,,285842.000,-131488.000,-12651.000,16492.000,3267.000
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,,,-810073.000,407750.000,-162042.000,-1338086.000
GainLossOnSaleOfDerivatives,,476129.000,0.000,,,
IncentiveFeeAmountPaid,,19538.000,,,,
IncentiveFeeExpense,,,50670.000,156366.000,68155.000,31826.000
InformationTechnologyAndDataProcessing,,,0.000,,,
InterestExpense,3515.000,0.000,0.000,,,
InterestIncomeOperating,,,592.000,292.000,11.000,7.000
InvestmentIncomeInterest,3758.000,2334.000,,,,
InvestmentIncomeInterestAndDividend,,,121367.000,83387.000,33664.000,30505.000
InvestmentIncomeNet,,,,,-663680.000,-468361.000
ManagementFeeExpense,,,438480.000,293260.000,254283.000,183924.000
ManagementFeesRevenue,,397564.000,,,,
MarketableSecuritiesRealizedGainLoss,,,-19408.000,-11198.000,-40541.000,-13385.000
MarketableSecuritiesUnrealizedGainLoss,,,-112080.000,-1453.000,57033.000,16652.000
NetIncomeLoss,-3856719.000,-2802608.000,-2070837.000,-368007.000,-809230.000,-1803180.000
NoninterestExpenseInvestmentAdvisoryFees,,,0.000,,,
OperatingExpenses,393715.000,330998.000,336756.000,273908.000,299555.000,173899.000
PartnersCapitalAccountContributions,4412339.000,,,,,
PartnersCapitalAccountRedemptions,7823464.000,-4566148.000,-3626404.000,,,
PaymentForManagementFee,,,283226.000,186286.000,150050.000,47179.000
PaymentsToAcquireOtherInvestments,,,6113498.000,3063234.000,11274656.000,8186602.000
ProceedsFromSaleAndMaturityOfOtherInvestments,,,-6188253.000,-3825470.000,-13646330.000,-3671256.000
RealizedInvestmentGainsLosses,-881392.000,503058.000,,,,
Revenues,-547071.000,-990212.000,,,,
SalesRevenueNet,334321.000,-1493270.000,,,,
SponsorFees,,,539291.000,344890.000,295331.000,191425.000
UnrealizedGainLossOnDerivatives,7422.000,-436377.000,,,,
