,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAcquiredFromAcquisition,,,653589.000,,
CashPeriodIncreaseDecrease,,,669381.000,,
ComprehensiveIncomeNetOfTax,296749.000,1133531.000,-26670.000,595192.000,1085904.000
CostOfGoodsAndServicesSold,2101993.000,2324049.000,,,
CostOfRevenue,,,,2458088.000,2777161.000
DepreciationExpense,,,,81000.000,81200.000
EarningsPerShareBasic,0.000,0.010,,0.010,0.010
EarningsPerShareDiluted,0.000,0.010,,0.010,0.010
FiniteLivedIntangibleAssetsAmortizationExpense,,,,23733.000,25683.000
GeneralAndAdministrativeExpense,1079103.000,602092.000,26670.000,840642.000,747631.000
GrossProfit,1695893.000,1965268.000,,2009280.000,2635428.000
IncomeLossAttributableToNoncontrollingInterest,,,,81500.000,128847.000
IncomeLossAttributableToParent,,,,603140.000,1007504.000
IncomeLossFromContinuingOperations,,,-26670.000,875445.000,1449681.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,883730.000,1418190.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,302575.000,1069274.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,684640.000,1136351.000
IncomeTaxExpenseBenefit,134962.000,142132.000,,-199090.000,-281839.000
IncreaseDecreaseInAccountsPayable,,,437.000,,
IncreaseDecreaseInDueToRelatedParties,,,42025.000,,
InterestExpense,22246.000,26537.000,,-25362.000,-32736.000
InvestmentIncomeInterest,,,,389.000,
LeaseAndRentalExpense,,,,,90980.000
NetCashProvidedByUsedInInvestingActivities,,,653589.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,653589.000,,
NetCashProvidedByUsedInOperatingActivities,,,15792.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,15792.000,,
NetIncomeLoss,91424.000,833449.000,-26670.000,684640.000,1136351.000
NetIncomeLossAttributableToNoncontrollingInterest,76189.000,93693.000,,,
NonoperatingIncomeExpense,3678.000,31873.000,,,
OperatingExpenses,1396996.000,927867.000,26670.000,1133835.000,1185747.000
OperatingIncomeLoss,298897.000,1037401.000,-26670.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,-50447.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,205325.000,300082.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,-89448.000,
OtherIncome,,,,33258.000,1245.000
OtherNonoperatingIncomeExpense,25924.000,58410.000,,8285.000,-31491.000
ProfitLoss,167613.000,927142.000,,,
ResearchAndDevelopmentExpense,,,,37512.000,160824.000
RevenueFromRelatedParties,,,,3356276.000,3078402.000
Revenues,3797886.000,4289317.000,,4467368.000,5412589.000
SalesRevenueNet,3797886.000,4289317.000,,1111092.000,2334187.000
SellingExpense,317894.000,325774.000,,293193.000,438116.000
ShippingHandlingAndTransportationCosts,,,,110417.000,261286.000
WeightedAverageNumberOfDilutedSharesOutstanding,89858222.000,94605475.000,,119605475.000,119605475.000
WeightedAverageNumberOfSharesOutstandingBasic,89858222.000,94605475.000,,119605475.000,119605475.000
