,2013-04-30,2014-04-30,2015-04-30,2016-04-30,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-6335.000,-1964.000,-3229.000,-376.000,-52.000
DebtInstrumentInterestRateDuringPeriod,0.120,,,,0.010
EarningsPerShareBasicAndDiluted,-0.009,-0.007,-0.007,-0.013,-0.008
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.340
GeneralAndAdministrativeExpense,7698.000,8007.000,8456.000,25375.000,5496.000
IncomeTaxReconciliationMinorityInterestIncomeExpense,,,,,-29893.000
IncomeTaxReconciliationNondeductibleExpense,,,,,10164.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,-10164.000
IncreaseDecreaseInAccountsPayable,6763.000,2382.000,5305.000,15953.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,14898.000
InterestExpenseDebt,680.000,3740.000,4978.000,7179.000,10297.000
InterestIncomeOther,0.000,1.000,,,
NetCashProvidedByUsedInFinancingActivities,17000.000,20000.000,16000.000,32225.000,14943.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,17000.000,20000.000,16000.000,32225.000,14943.000
NetCashProvidedByUsedInInvestingActivities,0.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,
NetCashProvidedByUsedInOperatingActivities,-23335.000,-21964.000,-19229.000,-32601.000,-14995.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23335.000,-21964.000,-19229.000,-32601.000,-14995.000
NetIncomeLoss,-30098.000,-24346.000,-24534.000,-48554.000,-29893.000
OperatingExpenses,29418.000,20607.000,19556.000,41375.000,19596.000
OperatingIncomeLoss,-29418.000,-20607.000,-19556.000,-41375.000,-19596.000
PaymentsForProceedsFromLoansAndLeases,-17000.000,-20000.000,-11000.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,,5000.000,
ProceedsFromLoans,,,,32225.000,14943.000
ProfessionalFees,21720.000,12600.000,11100.000,16000.000,14100.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3500000.000,3500000.000,3500000.000,3723361.000,3750000.000
