,2012-03-31
AccruedLiabilitiesCurrent,167651.000
AccruedSalesCommissionCurrent,158193.000
AdditionalPaidInCapital,2059888.000
AllowanceForDoubtfulAccountsReceivableCurrent,79981.000
Assets,763627.000
CashAndCashEquivalentsAtCarryingValue,79993.000
CommonStockAdditionalSeriesSharesIssued,56560057.000
CommonStockAdditionalSeriesSharesOutstanding,56560057.000
CommonStockNoParValue,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesSubscriptions,87000.000
CommonStockValueOutstanding,56560.000
DebtCurrent,11763.000
DepositsWithClearingOrganizationsAndOthersSecurities,317682.000
DueFromAffiliateCurrent,9934.000
DueToAffiliate,2840.000
EquityIssuanceTotalDollarAmount,300204.000
LiabilitiesAndStockholdersEquity,763627.000
LiabilitiesCurrent,463423.000
LineOfCredit,30000.000
LoansPayableCurrent,92976.000
MinorityInterest,215000.000
NotesReceivableRelatedPartiesCurrent,40302.000
OtherAssets,27000.000
PropertyPlantAndEquipmentNet,23516.000
ReceivablesFromBrokersDealersAndClearingOrganizations,90130.000
RetainedEarningsAccumulatedDeficit,-2113115.000
StockholdersEquity,85204.000
TreasuryStockValue,-5129.000
